flight_id,tail_id,client_id,actions
FL3285,TAIL1131,AL2,reset_seat;reset_lighting;reset_galley;partial_panel;reset_water_waste
FL3291,TAIL1131,AL2,reset_seat;reset_lighting;partial_panel;reset_water_waste
FL3297,TAIL1132,AL4,reset_galley;reset_panel;reset_water_waste
FL3298,TAIL1132,AL4,reset_seat;reset_lighting;reset_panel;reset_water_waste
FL3305,TAIL1132,AL4,reset_galley;partial_panel;reset_water_waste
FL3311,TAIL1133,AL1,reset_seat;partial_galley;partial_panel;reset_water_waste
FL3312,TAIL1133,AL1,partial_lighting;reset_galley;reset_panel
FL3313,TAIL1133,AL1,reset_seat;partial_galley;partial_panel;reset_water_waste
FL3314,TAIL1133,AL1,reset_seat;reset_lighting;partial_galley;partial_panel;reset_water_waste
FL3319,TAIL1133,AL1,reset_seat;partial_lighting;reset_galley;reset_water_waste
FL3327,TAIL1133,AL1,partial_seat;reset_galley;reset_panel
FL3328,TAIL1134,AL3,partial_lighting;reset_galley;reset_panel;reset_water_waste
FL3329,TAIL1134,AL3,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL3333,TAIL1134,AL3,reset_seat;reset_lighting;partial_panel;partial_water_waste
FL3337,TAIL1134,AL3,reset_seat;reset_lighting;partial_galley;reset_panel;partial_water_waste
FL3339,TAIL1134,AL3,reset_galley;reset_water_waste
FL3341,TAIL1134,AL3,reset_seat;reset_galley;reset_panel;reset_water_waste
FL3344,TAIL1134,AL3,partial_lighting;reset_galley;reset_water_waste
FL3345,TAIL1134,AL3,partial_galley;reset_panel
FL3348,TAIL1134,AL3,partial_seat;reset_galley;reset_water_waste
FL3350,TAIL1134,AL3,reset_seat;partial_lighting;partial_galley;reset_panel
FL3351,TAIL1135,AL4,reset_seat;reset_lighting;partial_galley;reset_panel;reset_water_waste
FL3352,TAIL1135,AL4,reset_seat;reset_lighting;reset_panel;reset_water_waste
FL3353,TAIL1135,AL4,partial_seat;reset_lighting;reset_panel
FL3354,TAIL1135,AL4,partial_lighting;reset_water_waste
FL3355,TAIL1135,AL4,reset_seat;reset_lighting;reset_galley;reset_panel;partial_water_waste
FL3363,TAIL1135,AL4,partial_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL3365,TAIL1136,AL4,reset_seat;reset_lighting;partial_galley;reset_water_waste
FL3366,TAIL1136,AL4,reset_seat;partial_lighting;reset_galley;reset_panel
FL3372,TAIL1136,AL4,reset_seat;reset_galley;reset_water_waste
FL3377,TAIL1136,AL4,partial_seat;partial_lighting;reset_galley;reset_panel;partial_water_waste
FL3380,TAIL1137,AL3,reset_seat;reset_lighting;reset_galley;partial_panel
FL3381,TAIL1137,AL3,partial_seat;reset_lighting;reset_galley;reset_panel;latent_resolved_panel;reset_water_waste
FL3387,TAIL1137,AL3,reset_seat;partial_galley;reset_panel
FL3388,TAIL1137,AL3,reset_lighting;partial_galley;partial_panel;reset_water_waste
FL3392,TAIL1137,AL3,reset_seat;reset_galley;partial_panel
FL3396,TAIL1137,AL3,reset_seat;reset_galley;reset_panel;reset_water_waste
FL3398,TAIL1138,AL4,reset_seat;partial_lighting;partial_galley;reset_panel;reset_water_waste
FL3399,TAIL1138,AL4,reset_seat;partial_lighting;reset_galley;partial_panel;latent_resolved_panel
FL3409,TAIL1139,AL1,reset_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL3428,TAIL1140,AL2,partial_lighting;reset_galley;partial_panel;reset_water_waste
FL3429,TAIL1140,AL2,reset_panel;reset_water_waste
FL3430,TAIL1140,AL2,reset_seat;reset_lighting;reset_galley;reset_panel
FL3433,TAIL1140,AL2,reset_seat;partial_lighting;reset_galley;reset_panel;latent_resolved_panel;reset_water_waste
FL3435,TAIL1140,AL2,reset_seat;reset_lighting;reset_galley
FL3441,TAIL1140,AL2,reset_seat;reset_lighting;reset_galley;partial_water_waste
FL3443,TAIL1141,AL3,reset_lighting;reset_galley;reset_panel
FL3444,TAIL1141,AL3,reset_seat;reset_lighting;reset_galley;partial_panel
FL3445,TAIL1141,AL3,reset_seat;partial_lighting;reset_galley;reset_panel;reset_water_waste
FL3449,TAIL1141,AL3,partial_seat;reset_lighting;partial_galley;reset_panel;reset_water_waste
FL3451,TAIL1141,AL3,partial_lighting;partial_galley;reset_panel
FL3453,TAIL1141,AL3,reset_seat;partial_lighting;reset_galley;reset_panel
FL3455,TAIL1141,AL3,partial_seat;partial_water_waste
FL3456,TAIL1142,AL2,reset_seat;latent_resolved_lighting;reset_galley;partial_panel;reset_water_waste
FL3457,TAIL1142,AL2,reset_lighting;reset_galley
FL3470,TAIL1143,AL3,reset_seat;reset_galley;partial_water_waste
FL3471,TAIL1143,AL3,reset_galley;latent_resolved_galley;partial_panel;partial_water_waste
FL3472,TAIL1143,AL3,partial_seat;reset_lighting;partial_galley;reset_panel;partial_water_waste
FL3475,TAIL1143,AL3,partial_seat;reset_lighting;reset_galley;partial_panel;reset_water_waste
FL3487,TAIL1143,AL3,partial_seat;partial_panel
FL3488,TAIL1143,AL3,partial_seat;reset_panel;partial_water_waste
FL3489,TAIL1143,AL3,reset_seat;reset_galley;reset_panel
FL3490,TAIL1143,AL3,reset_galley;reset_panel
FL3491,TAIL1143,AL3,reset_lighting;reset_galley
FL3493,TAIL1144,AL1,reset_seat;partial_lighting;partial_galley;partial_panel
FL3494,TAIL1144,AL1,reset_seat;reset_galley;partial_panel;reset_water_waste
FL3495,TAIL1144,AL1,partial_lighting;partial_galley;reset_panel
FL3503,TAIL1145,AL3,reset_seat;partial_lighting;reset_galley;partial_panel;partial_water_waste
FL3504,TAIL1145,AL3,reset_seat;reset_lighting;reset_galley;reset_panel
FL3505,TAIL1145,AL3,reset_lighting;partial_panel;partial_water_waste
FL3506,TAIL1145,AL3,reset_lighting;reset_galley;partial_panel;reset_water_waste
FL3509,TAIL1145,AL3,reset_seat;partial_lighting;partial_galley;partial_panel;reset_water_waste
FL3511,TAIL1145,AL3,reset_seat;partial_galley;reset_panel;reset_water_waste
FL3518,TAIL1146,AL2,reset_panel
FL3519,TAIL1146,AL2,partial_seat
FL3520,TAIL1146,AL2,partial_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL3522,TAIL1146,AL2,partial_seat;partial_lighting;reset_water_waste
FL3524,TAIL1146,AL2,reset_lighting;partial_water_waste
FL3525,TAIL1146,AL2,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL3534,TAIL1147,AL3,reset_lighting;reset_galley;reset_water_waste
FL3535,TAIL1147,AL3,partial_lighting;reset_galley;reset_panel
FL3549,TAIL1148,AL1,reset_seat;partial_lighting;reset_galley;reset_panel;partial_water_waste
FL3550,TAIL1148,AL1,reset_seat;reset_lighting;reset_panel
FL3554,TAIL1148,AL1,partial_galley;partial_panel;reset_water_waste
FL3557,TAIL1148,AL1,reset_seat;reset_lighting;reset_panel;partial_water_waste
FL3564,TAIL1148,AL1,reset_lighting;reset_galley;reset_panel;reset_water_waste
FL3576,TAIL1149,AL3,reset_seat;reset_lighting;partial_galley;reset_panel;reset_water_waste
FL3577,TAIL1149,AL3,reset_seat;partial_lighting;partial_panel
FL3578,TAIL1149,AL3,reset_seat;partial_lighting;reset_panel;partial_water_waste
FL3579,TAIL1149,AL3,reset_seat;reset_lighting;partial_galley;partial_panel
FL3580,TAIL1149,AL3,reset_seat;reset_lighting;partial_galley;partial_panel;reset_water_waste
FL3583,TAIL1149,AL3,partial_lighting;reset_galley;reset_panel;reset_water_waste
FL3589,TAIL1149,AL3,reset_seat;reset_lighting;partial_panel;partial_water_waste
FL3592,TAIL1149,AL3,reset_seat;partial_lighting;reset_galley;partial_panel;reset_water_waste
FL3594,TAIL1150,AL2,partial_galley;reset_panel;reset_water_waste
FL3595,TAIL1150,AL2,partial_seat;partial_lighting;partial_galley;partial_panel
FL3596,TAIL1150,AL2,reset_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL3603,TAIL1150,AL2,reset_lighting;partial_galley;reset_panel;partial_water_waste
FL3604,TAIL1150,AL2,reset_seat;partial_lighting;reset_water_waste
FL3607,TAIL1150,AL2,reset_seat;reset_lighting;reset_galley;reset_panel;partial_water_waste
FL3609,TAIL1151,AL2,partial_lighting;partial_panel
FL3610,TAIL1151,AL2,reset_seat;partial_lighting;reset_galley;reset_panel;reset_water_waste
FL3616,TAIL1151,AL2,partial_seat;partial_lighting;partial_galley;reset_panel;reset_water_waste
FL3626,TAIL1152,AL3,reset_seat;partial_lighting;reset_galley;reset_panel;latent_resolved_panel;reset_water_waste
FL3627,TAIL1152,AL3,partial_seat;partial_lighting;partial_galley;reset_panel;partial_water_waste
FL3628,TAIL1152,AL3,reset_seat;reset_galley;partial_panel;reset_water_waste
FL3629,TAIL1152,AL3,partial_seat;reset_galley;reset_water_waste
FL3630,TAIL1152,AL3,partial_seat;reset_galley;partial_panel;reset_water_waste
FL3631,TAIL1152,AL3,reset_seat;reset_lighting;partial_galley;reset_panel;partial_water_waste
FL3638,TAIL1152,AL3,reset_seat;reset_lighting;reset_panel
FL3639,TAIL1153,AL3,reset_lighting;partial_galley
FL3640,TAIL1153,AL3,reset_lighting;reset_galley;reset_panel;reset_water_waste
FL3641,TAIL1153,AL3,reset_lighting;partial_galley
FL3642,TAIL1153,AL3,partial_seat;reset_galley;partial_panel;partial_water_waste
FL3643,TAIL1153,AL3,reset_seat;reset_galley;reset_panel;reset_water_waste
FL3650,TAIL1153,AL3,partial_seat;reset_lighting;partial_panel;reset_water_waste
FL3652,TAIL1153,AL3,reset_lighting;partial_panel;partial_water_waste
FL3653,TAIL1154,AL4,reset_seat;reset_galley
FL3654,TAIL1154,AL4,reset_seat;partial_lighting;partial_galley;reset_panel;reset_water_waste
FL3659,TAIL1154,AL4,partial_panel;reset_water_waste
FL3664,TAIL1154,AL4,reset_seat;reset_lighting;partial_galley;reset_panel
FL3668,TAIL1154,AL4,partial_seat;reset_galley;reset_panel;partial_water_waste
FL3670,TAIL1155,AL1,reset_seat;reset_lighting;partial_galley;reset_panel;reset_water_waste
FL3675,TAIL1155,AL1,reset_seat;latent_resolved_seat;reset_lighting;reset_galley;partial_panel;reset_water_waste
FL3682,TAIL1155,AL1,partial_seat;reset_lighting;partial_panel;partial_water_waste
FL3685,TAIL1155,AL1,reset_seat;partial_galley;reset_water_waste
FL3686,TAIL1156,AL1,reset_lighting;reset_galley;partial_panel;reset_water_waste
FL3687,TAIL1156,AL1,partial_seat;partial_lighting;partial_panel;reset_water_waste
FL3688,TAIL1156,AL1,reset_seat;partial_galley;reset_water_waste
FL3699,TAIL1157,AL2,reset_lighting;reset_galley;partial_panel;partial_water_waste
FL3700,TAIL1157,AL2,reset_seat;partial_lighting;partial_galley;partial_panel;reset_water_waste
FL3704,TAIL1157,AL2,reset_seat;latent_resolved_seat;reset_galley;partial_panel
FL3706,TAIL1157,AL2,partial_lighting;partial_galley;reset_panel;reset_water_waste
FL3712,TAIL1157,AL2,partial_lighting;reset_panel
FL3713,TAIL1158,AL2,reset_lighting;reset_panel;partial_water_waste
FL3714,TAIL1158,AL2,reset_seat;reset_lighting;partial_galley;partial_panel
FL3715,TAIL1158,AL2,reset_lighting;reset_galley;reset_panel;reset_water_waste
FL3726,TAIL1158,AL2,reset_seat;reset_galley;reset_panel;partial_water_waste
FL3729,TAIL1158,AL2,reset_seat;reset_galley;partial_panel;reset_water_waste
FL3734,TAIL1159,AL1,reset_lighting;reset_panel;reset_water_waste
FL3735,TAIL1159,AL1,partial_seat;partial_lighting;reset_panel
FL3736,TAIL1159,AL1,reset_seat;latent_resolved_lighting;partial_galley;reset_panel;reset_water_waste
FL3739,TAIL1159,AL1,reset_seat;partial_lighting;reset_galley;reset_panel;partial_water_waste
FL3743,TAIL1159,AL1,partial_seat;reset_panel;reset_water_waste
FL3746,TAIL1159,AL1,reset_seat;reset_lighting;reset_water_waste
FL3748,TAIL1159,AL1,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL3757,TAIL1160,AL2,reset_lighting;reset_panel;partial_water_waste
FL3758,TAIL1160,AL2,partial_lighting;reset_galley;partial_panel;partial_water_waste
FL3759,TAIL1160,AL2,reset_seat;partial_lighting;partial_galley;reset_water_waste
FL3767,TAIL1161,AL3,reset_water_waste
FL3768,TAIL1161,AL3,reset_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL3775,TAIL1161,AL3,partial_seat;reset_lighting;reset_galley;partial_panel;partial_water_waste
FL3777,TAIL1161,AL3,reset_seat;partial_lighting;partial_water_waste
FL3778,TAIL1161,AL3,partial_lighting;reset_galley;partial_water_waste
FL3779,TAIL1161,AL3,reset_seat;reset_galley;reset_panel;partial_water_waste
FL3781,TAIL1161,AL3,reset_seat;partial_lighting;reset_galley;reset_water_waste
FL3783,TAIL1162,AL2,reset_seat;reset_lighting;partial_water_waste
FL3784,TAIL1162,AL2,reset_seat;reset_lighting;reset_panel;reset_water_waste
FL3785,TAIL1162,AL2,reset_seat;partial_galley;reset_panel;reset_water_waste
FL3786,TAIL1162,AL2,partial_seat;reset_lighting;reset_galley;partial_panel;reset_water_waste
FL3790,TAIL1162,AL2,partial_seat;partial_lighting;reset_galley
FL3792,TAIL1162,AL2,reset_seat;reset_lighting;partial_galley;reset_water_waste
FL3795,TAIL1162,AL2,reset_seat;partial_lighting;partial_galley;reset_panel;reset_water_waste
FL3799,TAIL1163,AL1,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL3805,TAIL1163,AL1,partial_lighting;partial_panel;partial_water_waste
FL3806,TAIL1163,AL1,reset_seat;partial_lighting;reset_galley;partial_panel
FL3810,TAIL1163,AL1,reset_lighting;reset_galley
FL3812,TAIL1163,AL1,partial_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL3816,TAIL1164,AL3,reset_seat;reset_galley;partial_panel;latent_resolved_panel;reset_water_waste
FL3817,TAIL1164,AL3,reset_seat;reset_lighting;reset_galley;reset_panel
FL3824,TAIL1164,AL3,partial_seat;reset_lighting;reset_galley;reset_panel;partial_water_waste
FL3826,TAIL1164,AL3,reset_lighting;reset_panel
FL3828,TAIL1164,AL3,latent_resolved_seat;partial_lighting;partial_galley;reset_panel
FL3830,TAIL1164,AL3,reset_panel
FL3833,TAIL1164,AL3,reset_lighting;reset_galley;partial_panel
FL3834,TAIL1165,AL1,partial_seat
FL3835,TAIL1165,AL1,partial_seat;partial_lighting;reset_galley
FL3836,TAIL1165,AL1,partial_seat;partial_galley;reset_panel;partial_water_waste
FL3837,TAIL1165,AL1,reset_lighting;partial_galley;reset_panel;reset_water_waste
FL3846,TAIL1165,AL1,reset_seat;reset_lighting;partial_panel;reset_water_waste
FL3855,TAIL1166,AL3,reset_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL3858,TAIL1166,AL3,reset_seat;reset_lighting;reset_panel
FL3860,TAIL1166,AL3,partial_seat;partial_lighting;reset_panel
FL3861,TAIL1166,AL3,reset_seat;partial_lighting;partial_panel;reset_water_waste
FL3864,TAIL1166,AL3,reset_seat;partial_lighting;reset_galley;reset_water_waste
FL3866,TAIL1166,AL3,partial_seat;reset_lighting;reset_galley;reset_panel;partial_water_waste
FL3868,TAIL1166,AL3,partial_lighting;reset_panel
FL3872,TAIL1166,AL3,partial_seat;reset_galley;reset_panel
FL3873,TAIL1167,AL2,reset_seat;partial_galley;reset_panel;reset_water_waste
FL3874,TAIL1167,AL2,partial_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL3880,TAIL1167,AL2,reset_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL3894,TAIL1168,AL2,reset_lighting;reset_galley;reset_panel;reset_water_waste
FL3912,TAIL1168,AL2,partial_seat;reset_lighting;partial_galley;reset_panel;reset_water_waste
FL3916,TAIL1169,AL4,partial_seat;reset_panel;partial_water_waste
FL3917,TAIL1169,AL4,reset_seat;reset_lighting;latent_resolved_lighting;reset_galley;partial_panel;reset_water_waste
FL3928,TAIL1169,AL4,reset_seat;reset_lighting;reset_panel;reset_water_waste
FL3931,TAIL1169,AL4,reset_lighting;partial_galley;partial_panel;reset_water_waste
FL3935,TAIL1169,AL4,reset_seat;reset_galley;partial_water_waste
FL3940,TAIL1170,AL4,reset_seat;reset_galley;reset_water_waste
FL3941,TAIL1170,AL4,partial_seat;partial_lighting;reset_galley
FL3942,TAIL1170,AL4,reset_lighting;reset_galley;reset_panel;reset_water_waste
FL3948,TAIL1170,AL4,reset_seat;reset_lighting;reset_panel;reset_water_waste
FL3957,TAIL1170,AL4,partial_seat;partial_lighting;reset_galley;reset_panel;partial_water_waste
FL3958,TAIL1171,AL4,partial_seat;reset_lighting;partial_galley
FL3961,TAIL1171,AL4,reset_seat;reset_lighting;reset_water_waste;latent_resolved_water_waste
FL3962,TAIL1171,AL4,reset_lighting;reset_galley;reset_panel;reset_water_waste
FL3968,TAIL1171,AL4,reset_lighting;partial_galley;partial_panel;partial_water_waste
FL3977,TAIL1172,AL1,reset_seat;partial_galley;reset_panel
FL3978,TAIL1172,AL1,reset_lighting;reset_galley;partial_panel;reset_water_waste
FL3985,TAIL1172,AL1,reset_seat;partial_lighting;reset_galley;reset_panel;reset_water_waste
FL3994,TAIL1173,AL3,reset_seat;partial_lighting;reset_galley
FL3995,TAIL1173,AL3,reset_seat;reset_lighting;partial_panel;partial_water_waste
FL3996,TAIL1173,AL3,reset_seat;reset_galley;reset_panel;reset_water_waste
FL3999,TAIL1173,AL3,partial_seat;reset_lighting;reset_galley;reset_panel
FL4002,TAIL1173,AL3,reset_seat;partial_lighting;reset_galley;partial_panel;reset_water_waste
FL4006,TAIL1173,AL3,reset_seat;partial_lighting;reset_galley;partial_panel;partial_water_waste
FL4012,TAIL1174,AL4,partial_seat;reset_lighting;reset_water_waste
FL4013,TAIL1174,AL4,reset_seat;reset_galley;reset_panel;reset_water_waste
FL4016,TAIL1174,AL4,reset_seat;reset_lighting;partial_panel;reset_water_waste
FL4026,TAIL1174,AL4,partial_seat;partial_lighting;reset_galley;partial_panel
FL4030,TAIL1174,AL4,partial_seat;partial_galley;reset_panel;reset_water_waste
FL4033,TAIL1175,AL3,reset_seat;reset_water_waste
FL4034,TAIL1175,AL3,reset_seat;reset_lighting;reset_panel;reset_water_waste
FL4035,TAIL1175,AL3,partial_seat;reset_lighting;partial_galley;reset_panel;reset_water_waste
FL4036,TAIL1175,AL3,reset_lighting;partial_panel
FL4037,TAIL1175,AL3,reset_seat;reset_galley;reset_panel;reset_water_waste
FL4039,TAIL1175,AL3,partial_lighting;partial_galley;reset_water_waste
FL4040,TAIL1175,AL3,partial_seat;reset_galley;partial_water_waste
FL4041,TAIL1175,AL3,partial_lighting;reset_galley;reset_panel
FL4042,TAIL1175,AL3,reset_seat;reset_lighting;partial_galley;reset_panel
FL4044,TAIL1176,AL4,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL4045,TAIL1176,AL4,partial_seat;reset_galley;reset_water_waste
FL4046,TAIL1176,AL4,reset_seat;reset_lighting;partial_galley;reset_panel;partial_water_waste
FL4055,TAIL1176,AL4,reset_seat;reset_lighting;partial_galley;reset_panel
FL4061,TAIL1176,AL4,partial_seat;partial_lighting;reset_panel;reset_water_waste
FL4066,TAIL1177,AL2,reset_seat;partial_lighting;reset_galley;latent_resolved_galley;reset_water_waste
FL4067,TAIL1177,AL2,reset_lighting;reset_galley;reset_water_waste
FL4068,TAIL1177,AL2,partial_seat;partial_lighting;partial_panel;partial_water_waste
FL4069,TAIL1177,AL2,reset_lighting;reset_galley;reset_panel;reset_water_waste
FL4072,TAIL1177,AL2,reset_galley;partial_panel;partial_water_waste
FL4076,TAIL1177,AL2,reset_seat;reset_lighting;partial_panel;reset_water_waste
FL4082,TAIL1178,AL2,reset_seat;reset_galley;reset_panel;partial_water_waste
FL4083,TAIL1178,AL2,reset_seat;reset_galley;reset_panel;partial_water_waste
FL4084,TAIL1178,AL2,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL4090,TAIL1178,AL2,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL4093,TAIL1178,AL2,partial_seat;partial_lighting;reset_galley;reset_panel;partial_water_waste
FL4094,TAIL1179,AL1,reset_seat;reset_lighting;partial_panel;partial_water_waste
FL4095,TAIL1179,AL1,reset_seat;reset_lighting;reset_galley;reset_panel
FL4112,TAIL1180,AL4,reset_seat;reset_lighting;reset_galley;partial_panel;reset_water_waste
FL4113,TAIL1180,AL4,reset_seat;reset_lighting;partial_galley;reset_panel
FL4119,TAIL1180,AL4,partial_seat;partial_lighting;partial_galley;reset_water_waste
FL4123,TAIL1180,AL4,reset_lighting;reset_galley;reset_panel
FL4128,TAIL1180,AL4,partial_seat;reset_galley;reset_water_waste
FL4129,TAIL1181,AL3,reset_seat;partial_lighting;reset_panel;reset_water_waste
FL4130,TAIL1181,AL3,reset_seat;partial_lighting;reset_water_waste
FL4131,TAIL1181,AL3,reset_seat;partial_galley;reset_panel
FL4132,TAIL1181,AL3,partial_seat;partial_lighting;partial_galley;reset_water_waste
FL4133,TAIL1181,AL3,reset_seat;reset_lighting;reset_galley
FL4137,TAIL1181,AL3,reset_lighting;partial_water_waste
FL4138,TAIL1181,AL3,reset_seat;reset_lighting;reset_panel;reset_water_waste
FL4145,TAIL1182,AL1,reset_seat;partial_lighting;partial_galley;reset_panel;reset_water_waste
FL4147,TAIL1182,AL1,reset_seat;partial_panel;reset_water_waste
FL4150,TAIL1182,AL1,reset_seat;reset_galley;reset_panel
FL4156,TAIL1182,AL1,reset_lighting;reset_galley;partial_panel
FL4159,TAIL1182,AL1,reset_seat;reset_lighting;partial_galley;partial_panel;partial_water_waste
FL4164,TAIL1182,AL1,reset_seat;partial_lighting;reset_galley;reset_panel;reset_water_waste
FL4168,TAIL1183,AL1,reset_lighting;partial_galley
FL4169,TAIL1183,AL1,reset_seat;partial_lighting;partial_galley;reset_water_waste
FL4170,TAIL1183,AL1,reset_seat;partial_lighting;reset_galley;reset_panel;reset_water_waste
FL4189,TAIL1184,AL3,partial_galley;reset_panel
FL4190,TAIL1184,AL3,reset_galley;reset_water_waste
FL4191,TAIL1184,AL3,latent_resolved_seat;reset_lighting;reset_water_waste
FL4192,TAIL1184,AL3,reset_seat;reset_lighting;reset_galley;partial_panel;partial_water_waste
FL4203,TAIL1184,AL3,partial_galley;reset_panel;partial_water_waste
FL4205,TAIL1184,AL3,reset_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL4208,TAIL1185,AL4,partial_seat;partial_galley;reset_panel
FL4209,TAIL1185,AL4,reset_seat;partial_lighting;reset_galley;partial_panel;partial_water_waste
FL4210,TAIL1185,AL4,partial_lighting;reset_panel
FL4211,TAIL1185,AL4,reset_lighting;reset_galley;reset_water_waste
FL4221,TAIL1185,AL4,reset_seat;partial_lighting;reset_galley;reset_panel;latent_resolved_panel
FL4225,TAIL1185,AL4,partial_seat;partial_lighting;reset_galley
FL4228,TAIL1186,AL3,reset_seat;reset_lighting;latent_resolved_lighting;reset_galley;partial_panel;reset_water_waste
FL4232,TAIL1186,AL3,reset_seat;reset_lighting;partial_galley;partial_water_waste
FL4234,TAIL1186,AL3,reset_galley;partial_panel
FL4239,TAIL1186,AL3,partial_seat;partial_galley;partial_panel
FL4241,TAIL1187,AL4,partial_seat;reset_galley;partial_water_waste;latent_resolved_water_waste
FL4242,TAIL1187,AL4,reset_lighting;reset_galley;reset_panel;reset_water_waste
FL4247,TAIL1187,AL4,reset_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL4252,TAIL1187,AL4,reset_galley;reset_panel;reset_water_waste
FL4255,TAIL1188,AL3,reset_seat;reset_lighting;reset_galley;reset_panel;partial_water_waste
FL4258,TAIL1188,AL3,partial_lighting;reset_galley;reset_panel;partial_water_waste
FL4264,TAIL1188,AL3,partial_seat;reset_lighting;reset_galley;partial_panel;partial_water_waste
FL4266,TAIL1188,AL3,reset_seat;partial_lighting;reset_galley;reset_panel;partial_water_waste
FL4273,TAIL1189,AL3,partial_seat;reset_lighting;reset_galley;reset_water_waste
FL4274,TAIL1189,AL3,partial_lighting;reset_galley;reset_panel;reset_water_waste
FL4275,TAIL1189,AL3,partial_seat;reset_lighting;reset_galley;reset_panel;partial_water_waste
FL4276,TAIL1189,AL3,reset_lighting;partial_galley;reset_panel;reset_water_waste
FL4277,TAIL1189,AL3,reset_seat;partial_lighting;reset_galley;partial_panel
FL4279,TAIL1189,AL3,partial_lighting;reset_galley;partial_panel;partial_water_waste
FL4280,TAIL1189,AL3,reset_seat;partial_lighting;partial_galley;reset_panel;reset_water_waste
FL4283,TAIL1189,AL3,partial_lighting;reset_panel;partial_water_waste
FL4285,TAIL1189,AL3,partial_seat;reset_lighting;reset_galley;partial_panel;partial_water_waste
FL4288,TAIL1189,AL3,partial_seat
FL4289,TAIL1189,AL3,partial_seat;reset_galley;partial_panel
FL4293,TAIL1189,AL3,reset_lighting;partial_galley;reset_panel
FL4294,TAIL1190,AL2,partial_seat;reset_galley;reset_panel;reset_water_waste
FL4295,TAIL1190,AL2,reset_lighting;partial_panel
FL4308,TAIL1190,AL2,partial_lighting;reset_galley;reset_panel
FL4313,TAIL1191,AL4,reset_lighting;reset_galley;partial_panel;reset_water_waste
FL4314,TAIL1191,AL4,reset_seat;partial_lighting;reset_panel;reset_water_waste
FL4327,TAIL1192,AL3,reset_seat;reset_lighting
FL4328,TAIL1192,AL3,partial_lighting;partial_galley;partial_panel;reset_water_waste
FL4329,TAIL1192,AL3,reset_lighting;reset_galley;reset_panel;reset_water_waste
FL4333,TAIL1192,AL3,partial_lighting;reset_galley;reset_panel;reset_water_waste;latent_resolved_water_waste
FL4336,TAIL1192,AL3,reset_seat;reset_lighting;reset_galley;reset_water_waste
FL4343,TAIL1193,AL2,partial_seat;reset_lighting;partial_galley;reset_panel;partial_water_waste
FL4344,TAIL1193,AL2,partial_seat;reset_lighting;partial_galley;reset_panel
FL4345,TAIL1193,AL2,reset_seat;reset_lighting;reset_panel;partial_water_waste
FL4346,TAIL1193,AL2,reset_seat;reset_lighting;reset_panel
FL4347,TAIL1193,AL2,partial_seat;partial_lighting;partial_panel;reset_water_waste
FL4353,TAIL1193,AL2,partial_lighting;reset_galley;reset_water_waste
FL4356,TAIL1193,AL2,partial_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
FL4362,TAIL1193,AL2,partial_galley;partial_panel;partial_water_waste
FL4366,TAIL1193,AL2,reset_seat;reset_galley;reset_panel;partial_water_waste
FL4368,TAIL1194,AL2,reset_seat;reset_galley;reset_panel;reset_water_waste
FL4369,TAIL1194,AL2,reset_seat;reset_lighting;partial_galley;reset_water_waste
FL4371,TAIL1194,AL2,reset_seat;partial_panel
FL4376,TAIL1194,AL2,reset_lighting;reset_galley;reset_panel;partial_water_waste
FL4381,TAIL1194,AL2,partial_seat;reset_lighting;partial_galley;reset_panel
FL4387,TAIL1195,AL4,partial_seat;partial_lighting;partial_galley;reset_panel
FL4388,TAIL1195,AL4,reset_lighting;reset_galley;reset_panel
FL4389,TAIL1195,AL4,partial_seat;partial_lighting;partial_panel;reset_water_waste
FL4393,TAIL1195,AL4,reset_seat;reset_lighting;partial_galley;latent_resolved_galley;partial_water_waste
FL4395,TAIL1195,AL4,reset_seat;reset_panel;reset_water_waste
FL4397,TAIL1195,AL4,reset_seat;reset_lighting;partial_water_waste
FL4399,TAIL1195,AL4,reset_seat
FL4400,TAIL1195,AL4,partial_lighting;reset_galley;partial_panel;reset_water_waste
FL4401,TAIL1196,AL1,reset_seat;partial_lighting;partial_water_waste
FL4402,TAIL1196,AL1,partial_seat;latent_resolved_seat;reset_lighting;partial_galley;reset_panel;reset_water_waste;latent_resolved_water_waste
FL4407,TAIL1196,AL1,reset_seat;reset_lighting;reset_galley;reset_panel;reset_water_waste
