flight_id,tail_id,client_id,aircraft,route,departure,flight_hours,passengers,weather,env_factor,hours_since_install_seat,hours_since_install_lighting,hours_since_install_galley,hours_since_install_panel,hours_since_install_water_waste,cycles_since_install_seat,cycles_since_install_lighting,cycles_since_install_galley,cycles_since_install_panel,cycles_since_install_water_waste,latent_seat,latent_lighting,latent_galley,latent_panel,latent_water_waste
FL3846,TAIL1165,AL1,A320,short,2025-01-06T03:56:06.991792,1.96,130,rain,1.05,24.0,29.3,25.6,30.0,17.8,5,9,6,6,5,0,0,0,0,0
FL3847,TAIL1165,AL1,A320,medium,2025-01-06T10:51:48.868309,3.68,178,rain,1.05,3.7,2.3,27.6,25.7,3.0,1,1,7,3,1,0,0,0,0,0
FL3848,TAIL1165,AL1,A320,short,2025-01-06T17:36:23.996993,1.08,128,rain,1.05,7.4,6.0,31.3,29.4,6.7,2,2,8,4,2,0,0,0,0,0
FL3849,TAIL1165,AL1,A320,short,2025-01-06T20:26:58.800890,1.93,142,clear,1.0,8.4,7.1,32.3,30.4,7.7,3,3,9,5,3,0,0,0,0,0
FL3850,TAIL1165,AL1,A320,medium,2025-01-07T01:28:51.963171,4.65,161,hot,1.15,10.4,9.0,34.3,32.4,9.7,4,4,10,6,4,0,0,0,0,0
FL3851,TAIL1165,AL1,A320,short,2025-01-07T09:57:37.377264,1.68,142,cold,1.05,15.0,13.7,38.9,37.0,14.3,5,5,11,7,5,0,0,0,0,0
FL3852,TAIL1165,AL1,A320,short,2025-01-07T13:12:43.405917,0.96,135,windy,1.1,16.7,10.8,10.9,38.7,11.7,6,1,1,8,3,0,0,0,0,0
FL3853,TAIL1165,AL1,A320,short,2025-01-07T18:37:36.442617,1.52,141,cold,1.05,17.7,11.8,11.8,39.7,12.7,7,2,2,9,4,0,0,0,0,0
FL3854,TAIL1165,AL1,A320,short,2025-01-07T23:57:23.232724,1.54,123,hot,1.15,19.2,13.3,13.4,41.2,14.2,8,3,3,10,5,0,0,0,0,0
FL3855,TAIL1166,AL3,A321,long,2025-01-03T14:00:00,6.49,216,hot,1.15,72.0,80.7,168.0,185.3,105.2,25,15,12,14,27,0,0,0,0,0
FL3856,TAIL1166,AL3,A321,long,2025-01-03T22:58:06.567164,10.58,217,windy,1.1,7.9,6.9,13.4,13.2,14.3,1,1,1,1,1,0,0,0,0,0
FL3857,TAIL1166,AL3,A321,medium,2025-01-04T11:28:00.086107,3.38,168,clear,1.0,18.5,17.4,23.9,23.7,24.8,2,2,2,2,2,0,0,0,0,0
FL3858,TAIL1166,AL3,A321,long,2025-01-04T16:43:08.715525,7.85,215,cold,1.05,21.9,20.8,27.3,27.1,28.2,3,3,3,3,3,0,0,0,0,0
FL3859,TAIL1166,AL3,A321,medium,2025-01-05T01:48:21.076545,4.32,147,clear,1.0,10.0,11.1,35.2,11.2,36.1,1,1,4,1,4,0,0,0,0,0
FL3860,TAIL1166,AL3,A321,medium,2025-01-05T09:05:18.172498,3.22,171,hot,1.15,14.3,15.4,39.5,15.5,40.4,2,2,5,2,5,0,0,0,0,0
FL3861,TAIL1166,AL3,A321,short,2025-01-05T16:10:17.436215,1.17,154,clear,1.0,14.1,13.3,42.7,10.8,43.6,2,1,6,1,6,0,0,0,0,0
FL3862,TAIL1166,AL3,A321,medium,2025-01-05T21:23:07.878437,3.2,166,hot,1.15,3.5,8.8,43.9,7.5,1.3,1,1,7,1,1,0,0,0,0,0
FL3863,TAIL1166,AL3,A321,long,2025-01-06T03:56:10.141774,9.23,217,cold,1.05,6.7,12.0,47.1,10.7,4.5,2,2,8,2,2,0,0,0,0,0
FL3864,TAIL1166,AL3,A321,medium,2025-01-06T17:09:07.179399,3.31,168,rain,1.05,16.0,21.2,56.3,20.0,13.7,3,3,9,3,3,0,0,0,0,0
FL3865,TAIL1166,AL3,A321,long,2025-01-06T23:12:59.448657,10.06,210,clear,1.0,10.8,19.8,3.4,23.3,11.6,1,2,1,4,1,0,0,0,0,0
FL3866,TAIL1166,AL3,A321,long,2025-01-07T13:19:35.103175,9.69,197,hot,1.15,20.9,29.8,13.4,33.3,21.6,2,3,2,5,2,0,0,0,0,0
FL3867,TAIL1166,AL3,A321,long,2025-01-08T03:03:41.210821,5.72,228,rain,1.05,23.3,18.0,16.8,15.4,20.5,2,1,1,1,2,0,0,0,0,0
FL3868,TAIL1166,AL3,A321,short,2025-01-08T11:43:23.209639,1.72,120,clear,1.0,29.1,23.8,22.5,21.1,26.3,3,2,2,2,3,0,0,0,0,0
FL3869,TAIL1166,AL3,A321,medium,2025-01-08T18:22:33.692755,2.89,166,windy,1.1,30.8,14.1,24.2,10.2,28.0,4,2,3,1,4,0,0,0,0,0
FL3870,TAIL1166,AL3,A321,long,2025-01-09T01:40:58.462462,9.38,258,cold,1.05,4.9,11.7,27.1,13.1,8.1,1,2,4,2,1,0,0,0,0,0
FL3871,TAIL1166,AL3,A321,long,2025-01-09T15:33:04.080073,10.31,238,cold,1.05,14.3,21.0,36.5,22.5,17.4,2,3,5,3,2,0,0,0,0,0
FL3872,TAIL1166,AL3,A321,long,2025-01-10T05:18:24.263549,8.38,222,hot,1.15,19.8,19.1,29.7,18.4,21.0,2,1,4,1,2,0,0,0,0,0
FL3873,TAIL1167,AL2,B737,medium,2025-01-02T05:00:00,3.32,152,cold,1.05,92.4,185.2,28.1,96.1,46.0,29,11,9,16,6,0,0,0,0,0
FL3874,TAIL1167,AL2,B737,medium,2025-01-02T13:01:19.430098,2.25,160,clear,1.0,9.4,188.5,22.8,4.3,9.1,1,12,5,1,1,0,0,0,0,0
FL3875,TAIL1167,AL2,B737,medium,2025-01-02T19:54:18.847465,3.59,176,rain,1.05,8.9,12.2,4.3,10.4,7.9,1,1,1,1,1,0,0,0,0,0
FL3876,TAIL1167,AL2,B737,long,2025-01-03T03:19:32.936031,8.13,231,hot,1.15,12.5,15.8,7.9,14.0,11.5,2,2,2,2,2,0,0,0,0,0
FL3877,TAIL1167,AL2,B737,medium,2025-01-03T15:05:42.254416,2.74,157,hot,1.15,20.6,23.9,16.1,22.1,19.6,3,3,3,3,3,0,0,0,0,0
FL3878,TAIL1167,AL2,B737,medium,2025-01-03T19:59:33.696468,4.03,154,clear,1.0,6.5,12.6,3.5,18.0,5.2,1,1,1,2,1,0,0,0,0,0
FL3879,TAIL1167,AL2,B737,long,2025-01-04T01:21:56.990533,8.77,222,windy,1.1,10.5,16.6,7.5,22.1,9.2,2,2,2,3,2,0,0,0,0,0
FL3880,TAIL1167,AL2,B737,short,2025-01-04T12:46:51.386022,1.72,149,cold,1.05,19.3,25.4,16.3,30.8,18.0,3,3,3,4,3,0,0,0,0,0
FL3881,TAIL1167,AL2,B737,short,2025-01-04T18:40:26.121979,1.14,145,clear,1.0,10.7,3.7,7.8,6.4,9.3,1,1,1,1,1,0,0,0,0,0
FL3882,TAIL1167,AL2,B737,medium,2025-01-05T00:00:00.793666,3.56,141,clear,1.0,11.8,4.8,9.0,7.5,10.5,2,2,2,2,2,0,0,0,0,0
FL3883,TAIL1167,AL2,B737,medium,2025-01-05T06:33:08.188884,3.63,163,windy,1.1,15.4,8.4,12.5,11.1,14.0,3,3,3,3,3,0,0,0,0,0
FL3884,TAIL1167,AL2,B737,medium,2025-01-05T11:17:56.872478,2.04,155,windy,1.1,19.0,12.0,16.1,14.7,17.7,4,4,4,4,4,0,0,0,0,0
FL3885,TAIL1167,AL2,B737,short,2025-01-05T16:55:02.335790,1.94,138,cold,1.05,21.0,14.1,18.2,16.8,19.7,5,5,5,5,5,0,0,0,0,0
FL3886,TAIL1167,AL2,B737,short,2025-01-05T20:56:02.745095,1.06,136,clear,1.0,23.0,16.0,20.1,18.7,21.7,6,6,6,6,6,0,0,0,0,0
FL3887,TAIL1167,AL2,B737,medium,2025-01-06T02:28:43.915669,2.89,142,cold,1.05,24.0,17.1,21.2,19.8,22.7,7,7,7,7,7,0,0,0,0,0
FL3888,TAIL1167,AL2,B737,short,2025-01-06T08:55:30.787428,1.57,123,clear,1.0,5.3,11.0,9.0,22.7,15.1,1,1,1,8,4,0,0,0,0,0
FL3889,TAIL1167,AL2,B737,medium,2025-01-06T12:27:36.461044,2.39,155,clear,1.0,6.8,12.5,10.6,24.2,16.7,2,2,2,9,5,0,0,0,0,0
FL3890,TAIL1167,AL2,B737,medium,2025-01-06T18:49:13.374841,2.46,146,cold,1.05,9.2,14.9,13.0,26.6,19.1,3,3,3,10,6,0,0,0,0,0
FL3891,TAIL1167,AL2,B737,medium,2025-01-07T00:19:02.386516,4.72,171,rain,1.05,11.7,17.4,15.5,29.1,21.5,4,4,4,11,7,0,0,0,0,0
FL3892,TAIL1167,AL2,B737,medium,2025-01-07T08:02:12.600425,3.77,138,clear,1.0,16.4,22.1,20.2,33.8,26.3,5,5,5,12,8,0,0,0,0,0
FL3893,TAIL1167,AL2,B737,short,2025-01-07T13:04:18.578584,1.75,137,clear,1.0,7.2,21.1,8.5,8.1,23.0,1,3,1,1,6,0,0,0,0,0
FL3894,TAIL1168,AL2,A321,long,2025-01-03T15:00:00,6.87,212,cold,1.05,25.9,199.8,85.3,133.5,189.2,21,11,30,20,8,0,0,0,0,0
FL3895,TAIL1168,AL2,A321,short,2025-01-04T01:33:16.023227,0.92,144,clear,1.0,32.7,11.5,9.7,7.6,10.8,22,1,1,1,1,0,0,0,0,0
FL3896,TAIL1168,AL2,A321,short,2025-01-04T06:24:13.382699,1.11,130,windy,1.1,33.6,12.4,10.6,8.5,11.7,23,2,2,2,2,0,0,0,0,0
FL3897,TAIL1168,AL2,A321,short,2025-01-04T08:46:44.832022,1.42,143,rain,1.05,34.8,13.5,11.8,9.6,12.8,24,3,3,3,3,0,0,0,0,0
FL3898,TAIL1168,AL2,A321,medium,2025-01-04T14:52:47.308178,3.19,165,hot,1.15,36.2,15.0,13.2,11.0,14.2,25,4,4,4,4,0,0,0,0,0
FL3899,TAIL1168,AL2,A321,short,2025-01-04T20:08:31.646751,1.81,137,rain,1.05,39.4,18.2,16.4,14.2,17.4,26,5,5,5,5,0,0,0,0,0
FL3900,TAIL1168,AL2,A321,short,2025-01-05T00:06:55.120969,1.02,136,hot,1.15,4.5,20.0,9.3,16.0,2.8,1,6,1,6,1,0,0,0,0,0
FL3901,TAIL1168,AL2,A321,short,2025-01-05T02:23:49.343750,1.29,162,rain,1.05,5.5,21.0,10.3,17.0,3.8,2,7,2,7,2,0,0,0,0,0
FL3902,TAIL1168,AL2,A321,medium,2025-01-05T08:35:46.749144,4.39,162,windy,1.1,6.8,22.3,11.6,18.3,5.1,3,8,3,8,3,0,0,0,0,0
FL3903,TAIL1168,AL2,A321,medium,2025-01-05T14:07:39.861545,4.33,152,rain,1.05,11.2,26.7,16.0,22.7,9.4,4,9,4,9,4,0,0,0,0,0
FL3904,TAIL1168,AL2,A321,short,2025-01-05T22:34:23.552333,1.93,142,windy,1.1,15.5,31.0,20.3,27.0,13.8,5,10,5,10,5,0,0,0,0,0
FL3905,TAIL1168,AL2,A321,short,2025-01-06T04:03:47.178482,1.4,127,hot,1.15,10.7,24.4,17.0,17.3,11.0,3,6,3,6,3,0,0,0,0,0
FL3906,TAIL1168,AL2,A321,short,2025-01-06T09:09:50.487111,1.72,145,hot,1.15,12.1,25.8,18.5,18.7,12.5,4,7,4,7,4,0,0,0,0,0
FL3907,TAIL1168,AL2,A321,short,2025-01-06T12:37:56.694781,1.5,138,rain,1.05,13.8,27.6,20.2,20.4,14.2,5,8,5,8,5,0,0,0,0,0
FL3908,TAIL1168,AL2,A321,medium,2025-01-06T17:32:22.636896,2.56,153,windy,1.1,2.7,6.0,12.8,6.9,4.7,1,1,4,1,1,0,0,0,0,0
FL3909,TAIL1168,AL2,A321,medium,2025-01-06T21:55:46.163241,2.89,162,cold,1.05,5.2,8.6,15.3,9.5,7.2,2,2,5,2,2,0,0,0,0,0
FL3910,TAIL1168,AL2,A321,medium,2025-01-07T02:54:29.585483,4.93,154,windy,1.1,8.1,11.5,18.2,12.3,10.1,3,3,6,3,3,0,0,0,0,0
FL3911,TAIL1168,AL2,A321,long,2025-01-07T12:18:00.045080,9.8,224,cold,1.05,13.0,16.4,23.1,17.3,15.0,4,4,7,4,4,0,0,0,0,0
FL3912,TAIL1168,AL2,A321,short,2025-01-07T23:55:36.763604,1.78,129,windy,1.1,22.8,26.2,32.9,27.1,24.8,5,5,8,5,5,0,0,0,0,0
FL3913,TAIL1168,AL2,A321,short,2025-01-08T03:59:48.885813,1.21,140,hot,1.15,14.7,8.0,22.6,7.9,8.5,3,1,4,1,1,0,0,0,0,0
FL3914,TAIL1168,AL2,A321,medium,2025-01-08T10:11:32.875421,3.94,148,cold,1.05,16.0,9.2,23.8,9.1,9.7,4,2,5,2,2,0,0,0,0,0
FL3915,TAIL1168,AL2,A321,long,2025-01-08T17:02:40.516695,10.24,233,cold,1.05,19.9,13.1,27.7,13.1,13.7,5,3,6,3,3,0,0,0,0,0
FL3916,TAIL1169,AL4,A321,short,2025-01-02T15:00:00,1.27,130,hot,1.15,112.2,77.6,190.0,86.8,155.6,3,14,30,21,22,0,1,0,0,0
FL3917,TAIL1169,AL4,A321,medium,2025-01-02T18:50:36.391161,4.64,163,hot,1.15,71.4,78.9,191.3,3.5,125.4,3,15,31,1,10,0,1,0,0,0
FL3918,TAIL1169,AL4,A321,medium,2025-01-03T01:43:24.505557,2.51,173,clear,1.0,8.4,12.2,9.1,6.9,6.9,1,1,1,1,1,0,0,0,0,0
FL3919,TAIL1169,AL4,A321,medium,2025-01-03T06:41:56.626041,2.2,154,clear,1.0,11.0,14.7,11.6,9.4,9.4,2,2,2,2,2,0,0,0,0,0
FL3920,TAIL1169,AL4,A321,short,2025-01-03T11:18:03.806208,1.45,110,hot,1.15,13.2,16.9,13.8,11.6,11.6,3,3,3,3,3,0,0,0,0,0
FL3921,TAIL1169,AL4,A321,medium,2025-01-03T15:42:47.911948,2.01,165,clear,1.0,14.6,18.4,15.2,13.1,13.1,4,4,4,4,4,0,0,0,0,0
FL3922,TAIL1169,AL4,A321,medium,2025-01-03T20:10:11.753847,4.75,178,hot,1.15,16.6,20.4,17.2,15.1,15.1,5,5,5,5,5,0,0,0,0,0
FL3923,TAIL1169,AL4,A321,medium,2025-01-04T03:38:35.732304,4.27,163,rain,1.05,21.4,25.1,22.0,19.9,19.8,6,6,6,6,6,0,0,0,0,0
FL3924,TAIL1169,AL4,A321,short,2025-01-04T12:47:01.774300,1.78,144,windy,1.1,19.1,23.4,26.2,13.2,14.4,3,3,7,1,4,0,0,0,0,0
FL3925,TAIL1169,AL4,A321,short,2025-01-04T15:50:39.009776,0.96,134,rain,1.05,16.2,25.2,7.1,7.1,10.5,2,4,1,1,3,0,0,0,0,0
FL3926,TAIL1169,AL4,A321,medium,2025-01-04T21:03:48.220591,2.43,166,windy,1.1,17.1,26.1,8.1,8.0,11.5,3,5,2,2,4,0,0,0,0,0
FL3927,TAIL1169,AL4,A321,long,2025-01-05T01:11:37.144606,8.64,235,windy,1.1,19.5,28.5,10.5,10.4,13.9,4,6,3,3,5,0,0,0,0,0
FL3928,TAIL1169,AL4,A321,long,2025-01-05T14:25:14.816855,10.17,208,hot,1.15,28.2,37.2,19.1,19.1,22.5,5,7,4,4,6,0,0,0,0,0
FL3929,TAIL1169,AL4,A321,short,2025-01-06T02:59:32.871329,0.92,135,hot,1.15,12.1,17.0,29.3,20.2,18.7,1,1,5,1,1,0,0,0,0,0
FL3930,TAIL1169,AL4,A321,medium,2025-01-06T06:17:57.693328,2.52,170,cold,1.05,13.0,18.0,30.2,21.1,19.6,2,2,6,2,2,0,0,0,0,0
FL3931,TAIL1169,AL4,A321,short,2025-01-06T11:50:08.597460,0.91,135,rain,1.05,15.6,20.5,32.7,23.6,22.1,3,3,7,3,3,0,0,0,0,0
FL3932,TAIL1169,AL4,A321,medium,2025-01-06T16:24:38.071104,2.56,160,rain,1.05,16.5,9.4,19.3,13.4,6.8,4,1,4,3,1,0,0,0,0,0
FL3933,TAIL1169,AL4,A321,short,2025-01-06T22:50:23.065541,1.89,127,hot,1.15,19.0,11.9,21.9,15.9,9.3,5,2,5,4,2,0,0,0,0,0
FL3934,TAIL1169,AL4,A321,medium,2025-01-07T05:01:51.218812,3.91,174,rain,1.05,20.9,13.8,23.8,17.8,11.2,6,3,6,5,3,0,0,0,0,0
FL3935,TAIL1169,AL4,A321,medium,2025-01-07T11:31:34.102795,2.5,153,cold,1.05,24.8,17.7,27.7,21.7,15.1,7,4,7,6,4,0,0,0,0,0
FL3936,TAIL1169,AL4,A321,short,2025-01-07T16:01:00.954084,1.12,142,hot,1.15,10.7,20.2,7.5,24.2,12.8,1,5,1,7,3,0,0,0,0,0
FL3937,TAIL1169,AL4,A321,short,2025-01-07T21:46:11.389930,1.33,136,windy,1.1,11.8,21.3,8.6,25.3,13.9,2,6,2,8,4,0,0,0,0,0
FL3938,TAIL1169,AL4,A321,medium,2025-01-08T03:33:11.554264,2.36,157,clear,1.0,13.2,22.7,9.9,26.7,15.2,3,7,3,9,5,0,0,0,0,0
FL3939,TAIL1169,AL4,A321,medium,2025-01-08T10:04:01.432583,4.89,144,hot,1.15,15.5,25.0,12.3,29.0,17.6,4,8,4,10,6,0,0,0,0,0
FL3940,TAIL1170,AL4,B737,medium,2025-01-01T17:00:00,3.68,161,hot,1.15,52.5,138.9,39.0,116.9,62.8,19,15,6,4,30,0,0,0,0,0
FL3941,TAIL1170,AL4,B737,medium,2025-01-01T22:28:28.219165,2.72,144,rain,1.05,3.9,142.6,8.1,120.6,6.3,1,16,1,5,1,0,0,0,0,0
FL3942,TAIL1170,AL4,B737,medium,2025-01-02T04:43:21.561751,2.6,143,rain,1.05,5.1,74.8,9.0,123.3,9.0,1,9,1,6,2,0,0,0,0,0
FL3943,TAIL1170,AL4,B737,medium,2025-01-02T08:57:10.311442,3.42,170,rain,1.05,7.7,6.5,11.5,3.0,6.6,2,1,1,1,1,0,0,0,0,0
FL3944,TAIL1170,AL4,B737,short,2025-01-02T13:57:42.389728,1.66,131,windy,1.1,11.1,9.9,14.9,6.5,10.0,3,2,2,2,2,0,0,0,0,0
FL3945,TAIL1170,AL4,B737,medium,2025-01-02T20:02:04.555747,2.86,172,windy,1.1,12.8,11.6,16.6,8.1,11.7,4,3,3,3,3,0,0,0,0,0
FL3946,TAIL1170,AL4,B737,medium,2025-01-03T02:41:12.521648,3.33,157,cold,1.05,15.7,14.4,19.4,11.0,14.6,5,4,4,4,4,0,0,0,0,0
FL3947,TAIL1170,AL4,B737,medium,2025-01-03T09:26:25.179148,4.06,182,cold,1.05,19.0,17.7,22.8,14.3,17.9,6,5,5,5,5,0,0,0,0,0
FL3948,TAIL1170,AL4,B737,medium,2025-01-03T17:23:32.984066,2.16,151,cold,1.05,23.1,21.8,26.8,18.4,21.9,7,6,6,6,6,0,0,0,0,0
FL3949,TAIL1170,AL4,B737,short,2025-01-03T23:16:56.044263,1.14,151,windy,1.1,9.3,7.4,29.0,10.6,8.6,1,1,7,1,1,0,0,0,0,0
FL3950,TAIL1170,AL4,B737,medium,2025-01-04T02:52:08.002796,4.64,155,cold,1.05,10.4,8.6,30.1,11.7,9.8,2,2,8,2,2,0,0,0,0,0
FL3951,TAIL1170,AL4,B737,medium,2025-01-04T09:53:24.544449,2.51,163,windy,1.1,15.0,13.2,34.8,16.4,14.4,3,3,9,3,3,0,0,0,0,0
FL3952,TAIL1170,AL4,B737,medium,2025-01-04T14:52:49.097770,2.39,163,cold,1.05,17.5,15.7,37.3,18.9,16.9,4,4,10,4,4,0,0,0,0,0
FL3953,TAIL1170,AL4,B737,short,2025-01-04T18:43:21.568995,1.88,140,rain,1.05,5.4,10.6,31.7,15.0,12.9,1,1,5,3,3,0,0,0,0,0
FL3954,TAIL1170,AL4,B737,short,2025-01-05T01:13:40.850001,1.59,134,cold,1.05,7.3,12.5,33.6,16.9,14.8,2,2,6,4,4,0,0,0,0,0
FL3955,TAIL1170,AL4,B737,short,2025-01-05T05:34:29.430981,1.97,145,rain,1.05,8.9,14.1,35.2,18.5,16.4,3,3,7,5,5,0,0,0,0,0
FL3956,TAIL1170,AL4,B737,short,2025-01-05T09:55:23.544600,1.33,138,clear,1.0,10.8,16.0,37.2,20.5,18.4,4,4,8,6,6,0,0,0,0,0
FL3957,TAIL1170,AL4,B737,long,2025-01-05T13:54:39.693594,8.82,230,cold,1.05,12.2,17.4,38.5,21.8,19.7,5,5,9,7,7,0,0,0,0,0
FL3958,TAIL1171,AL4,A320,medium,2025-01-04T00:00:00,3.36,162,hot,1.15,25.8,177.9,16.0,42.6,7.7,30,25,11,10,27,0,0,0,0,1
FL3959,TAIL1171,AL4,A320,short,2025-01-04T07:59:40.011896,1.38,113,cold,1.05,17.2,5.2,16.1,45.9,11.1,13,1,6,11,28,0,0,0,0,1
FL3960,TAIL1171,AL4,A320,long,2025-01-04T13:30:40.897149,9.34,212,cold,1.05,18.6,6.6,17.5,47.3,12.4,14,2,7,12,29,0,0,0,0,1
FL3961,TAIL1171,AL4,A320,short,2025-01-05T03:49:44.977858,1.2,136,rain,1.05,15.1,15.9,26.8,56.6,14.5,1,3,8,13,1,0,0,0,0,1
FL3962,TAIL1171,AL4,A320,long,2025-01-05T06:12:45.717120,5.78,236,rain,1.05,10.8,10.1,28.0,57.8,5.6,1,1,9,14,1,0,0,0,0,0
FL3963,TAIL1171,AL4,A320,short,2025-01-05T15:45:42.315997,0.93,169,rain,1.05,16.6,11.5,15.1,6.8,8.7,2,1,1,1,1,0,0,0,0,0
FL3964,TAIL1171,AL4,A320,short,2025-01-05T17:56:01.413316,0.95,131,rain,1.05,17.5,12.4,16.1,7.8,9.6,3,2,2,2,2,0,0,0,0,0
FL3965,TAIL1171,AL4,A320,medium,2025-01-05T22:51:24.827249,3.08,149,windy,1.1,18.5,13.4,17.0,8.7,10.6,4,3,3,3,3,0,0,0,0,0
FL3966,TAIL1171,AL4,A320,medium,2025-01-06T04:17:08.296760,3.88,162,windy,1.1,21.6,16.4,20.1,11.8,13.7,5,4,4,4,4,0,0,0,0,0
FL3967,TAIL1171,AL4,A320,long,2025-01-06T11:50:40.950004,10.74,224,rain,1.05,25.5,20.3,24.0,15.7,17.6,6,5,5,5,5,0,0,0,0,0
FL3968,TAIL1171,AL4,A320,short,2025-01-06T23:59:16.785298,1.28,134,hot,1.15,36.2,31.1,34.7,26.4,28.3,7,6,6,6,6,0,0,0,0,0
FL3969,TAIL1171,AL4,A320,long,2025-01-07T06:10:26.014197,7.16,232,rain,1.05,37.5,8.9,26.6,14.8,16.2,8,1,5,4,5,0,0,0,0,0
FL3970,TAIL1171,AL4,A320,short,2025-01-07T17:13:58.226570,1.36,132,windy,1.1,44.6,16.0,9.4,16.6,8.9,9,2,1,1,1,0,0,0,0,0
FL3971,TAIL1171,AL4,A320,short,2025-01-07T22:35:49.875863,1.39,143,cold,1.05,46.0,17.4,10.8,18.0,10.3,10,3,2,2,2,0,0,0,0,0
FL3972,TAIL1171,AL4,A320,medium,2025-01-08T03:07:42.864822,3.85,153,clear,1.0,30.6,18.8,2.0,11.0,11.7,7,4,1,1,3,0,0,0,0,0
FL3973,TAIL1171,AL4,A320,short,2025-01-08T10:29:17.955105,1.97,128,cold,1.05,34.4,22.6,5.8,14.9,15.6,8,5,2,2,4,0,0,0,0,0
FL3974,TAIL1171,AL4,A320,long,2025-01-08T16:21:16.211112,6.92,236,windy,1.1,36.4,24.6,7.8,16.8,17.5,9,6,3,3,5,0,0,0,0,0
FL3975,TAIL1171,AL4,A320,medium,2025-01-09T03:38:39.080641,2.64,158,clear,1.0,35.3,7.4,11.8,14.1,18.0,6,1,3,1,4,0,0,0,0,0
FL3976,TAIL1171,AL4,A320,short,2025-01-09T10:50:46.090121,1.3,144,clear,1.0,38.0,10.1,14.4,16.7,20.7,7,2,4,2,5,0,0,0,0,0
FL3977,TAIL1172,AL1,A320,medium,2025-01-01T21:00:00,3.51,164,rain,1.05,9.5,21.0,94.4,15.6,159.2,24,22,18,3,6,0,0,0,0,0
FL3978,TAIL1172,AL1,A320,medium,2025-01-02T05:29:10.344430,2.65,177,windy,1.1,10.7,24.5,65.5,9.6,162.7,1,23,11,1,7,0,0,0,0,0
FL3979,TAIL1172,AL1,A320,medium,2025-01-02T11:09:09.426247,3.87,155,windy,1.1,13.4,12.5,6.1,9.5,6.5,2,1,1,1,1,0,0,0,0,0
FL3980,TAIL1172,AL1,A320,short,2025-01-02T17:26:14.789869,1.63,125,windy,1.1,17.2,16.4,10.0,13.4,10.4,3,2,2,2,2,0,0,0,0,0
FL3981,TAIL1172,AL1,A320,medium,2025-01-02T22:46:39.104603,2.08,147,windy,1.1,18.9,18.0,11.6,15.0,12.0,4,3,3,3,3,0,0,0,0,0
FL3982,TAIL1172,AL1,A320,short,2025-01-03T05:29:59.002027,1.33,151,cold,1.05,21.0,20.1,13.7,17.1,14.1,5,4,4,4,4,0,0,0,0,0
FL3983,TAIL1172,AL1,A320,short,2025-01-03T10:22:06.125593,1.7,139,rain,1.05,22.3,21.4,15.0,18.4,15.4,6,5,5,5,5,0,0,0,0,0
FL3984,TAIL1172,AL1,A320,short,2025-01-03T14:12:42.215276,0.97,124,clear,1.0,24.0,23.1,16.7,20.1,17.1,7,6,6,6,6,0,0,0,0,0
FL3985,TAIL1172,AL1,A320,short,2025-01-03T19:20:50.741897,1.2,139,windy,1.1,25.0,24.1,17.7,21.1,18.1,8,7,7,7,7,0,0,0,0,0
FL3986,TAIL1172,AL1,A320,short,2025-01-03T22:35:18.107643,1.25,141,hot,1.15,7.6,15.7,2.5,4.6,3.7,1,5,1,1,1,0,0,0,0,0
FL3987,TAIL1172,AL1,A320,short,2025-01-04T02:14:10.925919,1.27,135,rain,1.05,8.8,16.9,3.8,5.8,5.0,2,6,2,2,2,0,0,0,0,0
FL3988,TAIL1172,AL1,A320,long,2025-01-04T06:08:45.405160,5.93,209,hot,1.15,10.1,18.2,5.1,7.1,6.3,3,7,3,3,3,0,0,0,0,0
FL3989,TAIL1172,AL1,A320,long,2025-01-04T13:15:10.945940,7.0,225,windy,1.1,16.0,24.1,11.0,13.0,12.2,4,8,4,4,4,0,0,0,0,0
FL3990,TAIL1172,AL1,A320,medium,2025-01-04T23:26:11.887612,3.28,159,rain,1.05,23.0,31.1,18.0,20.0,19.2,5,9,5,5,5,0,0,0,0,0
FL3991,TAIL1172,AL1,A320,short,2025-01-05T03:47:11.228640,1.86,128,windy,1.1,13.0,9.7,16.5,6.3,22.5,1,1,4,1,6,0,0,0,0,0
FL3992,TAIL1172,AL1,A320,short,2025-01-05T07:58:41.646280,1.99,131,rain,1.05,14.9,11.6,18.4,8.2,24.3,2,2,5,2,7,0,0,0,0,0
FL3993,TAIL1172,AL1,A320,short,2025-01-05T12:07:17.161152,1.81,131,cold,1.05,16.8,13.6,20.4,10.2,26.3,3,3,6,3,8,0,0,0,0,0
FL3994,TAIL1173,AL3,A320,short,2025-01-01T08:00:00,1.26,137,rain,1.05,127.9,25.0,140.1,198.4,176.8,7,23,11,4,14,0,0,0,0,0
FL3995,TAIL1173,AL3,A320,long,2025-01-01T10:57:46.175457,5.34,229,cold,1.05,8.6,16.1,6.6,199.6,178.1,1,19,1,5,15,0,0,0,0,0
FL3996,TAIL1173,AL3,A320,medium,2025-01-01T21:07:03.762754,2.65,157,windy,1.1,7.1,10.8,12.0,124.4,117.1,1,1,2,4,12,0,0,0,0,0
FL3997,TAIL1173,AL3,A320,long,2025-01-02T04:41:50.855372,5.97,218,cold,1.05,12.2,13.4,11.1,8.1,7.9,1,2,1,1,1,0,0,0,0,0
FL3998,TAIL1173,AL3,A320,long,2025-01-02T12:24:01.977874,10.66,204,rain,1.05,18.1,19.4,17.1,14.0,13.8,2,3,2,2,2,0,0,0,0,0
