flight_id,tail_id,client_id,split,departure
FL3463,TAIL1142,AL2,train,2025-01-05T03:01:13.040258
FL3464,TAIL1142,AL2,train,2025-01-05T07:31:21.840658
FL3465,TAIL1142,AL2,val,2025-01-05T12:31:39.788692
FL3466,TAIL1142,AL2,val,2025-01-05T15:49:29.480726
FL3467,TAIL1142,AL2,test,2025-01-05T20:36:03.414404
FL3468,TAIL1142,AL2,test,2025-01-06T02:45:59.032046
FL3469,TAIL1142,AL2,test,2025-01-06T05:31:58.227952
FL3470,TAIL1143,AL3,train,2025-01-04T03:00:00
FL3471,TAIL1143,AL3,train,2025-01-04T07:46:00.291853
FL3472,TAIL1143,AL3,train,2025-01-04T16:06:06.339559
FL3473,TAIL1143,AL3,train,2025-01-04T21:35:55.666854
FL3474,TAIL1143,AL3,train,2025-01-05T08:12:59.225750
FL3475,TAIL1143,AL3,train,2025-01-05T21:53:59.752081
FL3476,TAIL1143,AL3,train,2025-01-06T01:50:23.040283
FL3477,TAIL1143,AL3,train,2025-01-06T04:53:53.291430
FL3478,TAIL1143,AL3,train,2025-01-06T13:18:39.582193
FL3479,TAIL1143,AL3,train,2025-01-06T21:23:46.432449
FL3480,TAIL1143,AL3,train,2025-01-07T00:40:57.054020
FL3481,TAIL1143,AL3,train,2025-01-07T07:03:10.883522
FL3482,TAIL1143,AL3,train,2025-01-07T11:06:07.583815
FL3483,TAIL1143,AL3,train,2025-01-07T15:13:31.041137
FL3484,TAIL1143,AL3,train,2025-01-07T19:48:20.676576
FL3485,TAIL1143,AL3,train,2025-01-08T01:10:08.859811
FL3486,TAIL1143,AL3,val,2025-01-08T10:58:42.736231
FL3487,TAIL1143,AL3,val,2025-01-08T22:37:28.941713
FL3488,TAIL1143,AL3,val,2025-01-09T10:08:34.976841
FL3489,TAIL1143,AL3,test,2025-01-09T17:46:40.388118
FL3490,TAIL1143,AL3,test,2025-01-10T07:48:24.831420
FL3491,TAIL1143,AL3,test,2025-01-10T16:54:40.436938
FL3492,TAIL1143,AL3,test,2025-01-11T00:36:46.734734
FL3493,TAIL1144,AL1,train,2025-01-03T20:00:00
FL3494,TAIL1144,AL1,train,2025-01-04T01:43:34.859117
FL3495,TAIL1144,AL1,train,2025-01-04T07:15:54.491630
FL3496,TAIL1144,AL1,train,2025-01-04T11:18:47.951317
FL3497,TAIL1144,AL1,train,2025-01-04T16:06:59.315639
FL3498,TAIL1144,AL1,train,2025-01-04T19:52:26.297227
FL3499,TAIL1144,AL1,train,2025-01-05T05:00:40.974710
FL3500,TAIL1144,AL1,val,2025-01-05T15:23:05.203578
FL3501,TAIL1144,AL1,test,2025-01-05T21:10:09.812633
FL3502,TAIL1144,AL1,test,2025-01-06T00:19:26.345194
FL3503,TAIL1145,AL3,train,2025-01-02T22:00:00
FL3504,TAIL1145,AL3,train,2025-01-03T03:07:09.198769
FL3505,TAIL1145,AL3,train,2025-01-03T17:42:03.670530
FL3506,TAIL1145,AL3,train,2025-01-04T01:38:24.862857
FL3507,TAIL1145,AL3,train,2025-01-04T10:37:47.278396
FL3508,TAIL1145,AL3,train,2025-01-04T23:28:11.125769
FL3509,TAIL1145,AL3,train,2025-01-05T11:36:50.215275
FL3510,TAIL1145,AL3,train,2025-01-05T21:36:22.638966
FL3511,TAIL1145,AL3,train,2025-01-06T07:59:37.335787
FL3512,TAIL1145,AL3,train,2025-01-06T14:27:40.209359
FL3513,TAIL1145,AL3,val,2025-01-06T20:00:23.860665
FL3514,TAIL1145,AL3,val,2025-01-07T02:23:44.584550
FL3515,TAIL1145,AL3,test,2025-01-07T11:59:40.073298
FL3516,TAIL1145,AL3,test,2025-01-07T18:46:37.958584
FL3517,TAIL1145,AL3,test,2025-01-08T02:09:07.864899
FL3518,TAIL1146,AL2,train,2025-01-03T02:00:00
FL3519,TAIL1146,AL2,train,2025-01-03T15:34:11.073241
FL3520,TAIL1146,AL2,train,2025-01-03T18:46:19.732996
FL3521,TAIL1146,AL2,train,2025-01-04T02:13:32.205168
FL3522,TAIL1146,AL2,train,2025-01-04T08:57:45.028932
FL3523,TAIL1146,AL2,train,2025-01-04T14:04:32.526082
FL3524,TAIL1146,AL2,train,2025-01-04T17:46:59.835925
FL3525,TAIL1146,AL2,train,2025-01-05T00:20:01.233617
FL3526,TAIL1146,AL2,train,2025-01-05T07:07:24.965020
FL3527,TAIL1146,AL2,train,2025-01-05T15:28:23.511030
FL3528,TAIL1146,AL2,train,2025-01-05T20:32:38.955367
FL3529,TAIL1146,AL2,val,2025-01-06T02:42:38.768681
FL3530,TAIL1146,AL2,val,2025-01-06T10:22:10.647372
FL3531,TAIL1146,AL2,test,2025-01-06T17:55:19.222427
FL3532,TAIL1146,AL2,test,2025-01-06T22:42:11.909990
FL3533,TAIL1146,AL2,test,2025-01-07T05:18:00.048346
FL3534,TAIL1147,AL3,train,2025-01-01T08:00:00
FL3535,TAIL1147,AL3,train,2025-01-01T16:32:21.634420
FL3536,TAIL1147,AL3,train,2025-01-01T23:48:07.853950
FL3537,TAIL1147,AL3,train,2025-01-02T02:58:08.268300
FL3538,TAIL1147,AL3,train,2025-01-02T07:48:30.879815
FL3539,TAIL1147,AL3,train,2025-01-02T16:15:24.118059
FL3540,TAIL1147,AL3,train,2025-01-02T21:27:21.749634
FL3541,TAIL1147,AL3,train,2025-01-03T02:57:01.528495
FL3542,TAIL1147,AL3,train,2025-01-03T08:29:44.286479
FL3543,TAIL1147,AL3,train,2025-01-03T14:34:24.214467
FL3544,TAIL1147,AL3,val,2025-01-04T03:29:38.950307
FL3545,TAIL1147,AL3,val,2025-01-04T08:50:06.001226
FL3546,TAIL1147,AL3,test,2025-01-04T12:45:33.119577
FL3547,TAIL1147,AL3,test,2025-01-04T21:52:42.455049
FL3548,TAIL1147,AL3,test,2025-01-05T05:39:02.023550
FL3549,TAIL1148,AL1,train,2025-01-02T02:00:00
FL3550,TAIL1148,AL1,train,2025-01-02T06:37:53.502236
FL3551,TAIL1148,AL1,train,2025-01-02T11:08:35.730598
FL3552,TAIL1148,AL1,train,2025-01-02T19:44:31.981464
FL3553,TAIL1148,AL1,train,2025-01-03T02:14:53.395677
FL3554,TAIL1148,AL1,train,2025-01-03T14:57:57.853909
FL3555,TAIL1148,AL1,train,2025-01-03T16:55:18.566541
FL3556,TAIL1148,AL1,train,2025-01-03T22:21:48.230178
FL3557,TAIL1148,AL1,train,2025-01-04T06:25:58.367819
FL3558,TAIL1148,AL1,train,2025-01-04T12:45:16.860871
FL3559,TAIL1148,AL1,train,2025-01-04T16:30:06.401335
FL3560,TAIL1148,AL1,train,2025-01-04T21:45:14.446947
FL3561,TAIL1148,AL1,train,2025-01-05T02:14:47.603534
FL3562,TAIL1148,AL1,train,2025-01-05T06:51:17.722389
FL3563,TAIL1148,AL1,train,2025-01-05T12:23:09.532094
FL3564,TAIL1148,AL1,train,2025-01-05T18:10:05.867084
FL3565,TAIL1148,AL1,train,2025-01-05T20:47:18.774823
FL3566,TAIL1148,AL1,train,2025-01-05T23:43:34.404162
FL3567,TAIL1148,AL1,val,2025-01-06T05:35:44.646205
FL3568,TAIL1148,AL1,val,2025-01-06T17:16:48.361711
FL3569,TAIL1148,AL1,val,2025-01-06T22:03:35.370030
FL3570,TAIL1148,AL1,val,2025-01-07T04:09:18.232128
FL3571,TAIL1148,AL1,test,2025-01-07T07:45:25.681459
FL3572,TAIL1148,AL1,test,2025-01-07T14:49:16.555294
FL3573,TAIL1148,AL1,test,2025-01-07T20:29:02.131281
FL3574,TAIL1148,AL1,test,2025-01-07T23:39:50.062429
FL3575,TAIL1148,AL1,test,2025-01-08T06:31:41.523477
FL3576,TAIL1149,AL3,train,2025-01-02T21:00:00
FL3577,TAIL1149,AL3,train,2025-01-03T05:40:11.786923
FL3578,TAIL1149,AL3,train,2025-01-03T10:39:32.149757
FL3579,TAIL1149,AL3,train,2025-01-03T16:56:04.247881
FL3580,TAIL1149,AL3,train,2025-01-03T20:27:44.121376
FL3581,TAIL1149,AL3,train,2025-01-04T05:54:53.916983
FL3582,TAIL1149,AL3,train,2025-01-04T13:04:56.850602
FL3583,TAIL1149,AL3,train,2025-01-04T20:36:34.828446
FL3584,TAIL1149,AL3,train,2025-01-05T02:27:00.948675
FL3585,TAIL1149,AL3,train,2025-01-05T11:17:18.116405
FL3586,TAIL1149,AL3,train,2025-01-05T20:10:57.796119
FL3587,TAIL1149,AL3,train,2025-01-06T00:38:43.183973
FL3588,TAIL1149,AL3,val,2025-01-06T06:56:56.806735
FL3589,TAIL1149,AL3,val,2025-01-06T13:55:51.182554
FL3590,TAIL1149,AL3,test,2025-01-06T17:10:11.051738
FL3591,TAIL1149,AL3,test,2025-01-06T21:09:36.525119
FL3592,TAIL1149,AL3,test,2025-01-07T12:36:49.003127
FL3593,TAIL1149,AL3,test,2025-01-07T21:34:27.873886
FL3594,TAIL1150,AL2,train,2025-01-01T16:00:00
FL3595,TAIL1150,AL2,train,2025-01-02T00:39:13.204072
FL3596,TAIL1150,AL2,train,2025-01-02T08:55:59.751859
FL3597,TAIL1150,AL2,train,2025-01-02T18:29:34.233666
FL3598,TAIL1150,AL2,train,2025-01-03T01:12:36.614743
FL3599,TAIL1150,AL2,train,2025-01-03T08:24:34.512831
FL3600,TAIL1150,AL2,train,2025-01-03T21:37:08.108455
FL3601,TAIL1150,AL2,train,2025-01-04T04:03:03.366650
FL3602,TAIL1150,AL2,train,2025-01-04T16:04:31.574734
FL3603,TAIL1150,AL2,train,2025-01-04T19:49:34.809043
FL3604,TAIL1150,AL2,val,2025-01-05T05:38:18.792693
FL3605,TAIL1150,AL2,val,2025-01-05T16:45:38.009817
FL3606,TAIL1150,AL2,test,2025-01-05T23:10:44.032011
FL3607,TAIL1150,AL2,test,2025-01-06T05:17:29.683538
FL3608,TAIL1150,AL2,test,2025-01-06T13:20:55.372007
FL3609,TAIL1151,AL2,train,2025-01-04T01:00:00
FL3610,TAIL1151,AL2,train,2025-01-04T04:57:30.484775
FL3611,TAIL1151,AL2,train,2025-01-04T11:39:45.370974
FL3612,TAIL1151,AL2,train,2025-01-04T14:23:46.140542
FL3613,TAIL1151,AL2,train,2025-01-04T20:26:58.479088
FL3614,TAIL1151,AL2,train,2025-01-05T04:44:17.041213
FL3615,TAIL1151,AL2,train,2025-01-05T15:19:44.904404
FL3616,TAIL1151,AL2,train,2025-01-06T01:02:51.998920
FL3617,TAIL1151,AL2,train,2025-01-06T12:19:49.751931
FL3618,TAIL1151,AL2,train,2025-01-06T19:37:56.213511
FL3619,TAIL1151,AL2,train,2025-01-06T22:38:46.228032
FL3620,TAIL1151,AL2,val,2025-01-07T05:49:27.553857
FL3621,TAIL1151,AL2,val,2025-01-07T12:33:38.303057
FL3622,TAIL1151,AL2,test,2025-01-07T16:05:22.679807
FL3623,TAIL1151,AL2,test,2025-01-08T04:31:37.816964
FL3624,TAIL1151,AL2,test,2025-01-08T09:23:04.748777
FL3625,TAIL1151,AL2,test,2025-01-08T19:29:56.182656
FL3626,TAIL1152,AL3,train,2025-01-03T04:00:00
FL3627,TAIL1152,AL3,train,2025-01-03T08:04:01.198646
FL3628,TAIL1152,AL3,train,2025-01-03T20:07:47.703681
FL3629,TAIL1152,AL3,train,2025-01-04T03:36:58.894401
FL3630,TAIL1152,AL3,train,2025-01-04T17:32:25.395373
FL3631,TAIL1152,AL3,train,2025-01-05T00:44:05.955051
FL3632,TAIL1152,AL3,train,2025-01-05T07:56:58.301598
FL3633,TAIL1152,AL3,train,2025-01-05T18:12:47.360104
FL3634,TAIL1152,AL3,train,2025-01-05T21:04:42.649346
FL3635,TAIL1152,AL3,val,2025-01-06T07:50:59.783229
FL3636,TAIL1152,AL3,test,2025-01-06T15:51:00.113119
FL3637,TAIL1152,AL3,test,2025-01-06T23:45:20.673984
FL3638,TAIL1152,AL3,test,2025-01-07T10:44:04.981915
FL3639,TAIL1153,AL3,train,2025-01-03T03:00:00
FL3640,TAIL1153,AL3,train,2025-01-03T08:57:19.019592
FL3641,TAIL1153,AL3,train,2025-01-03T15:27:50.396261
FL3642,TAIL1153,AL3,train,2025-01-04T04:55:51.127879
FL3643,TAIL1153,AL3,train,2025-01-04T10:28:42.044010
FL3644,TAIL1153,AL3,train,2025-01-04T14:17:45.878667
FL3645,TAIL1153,AL3,train,2025-01-04T23:40:25.217776
FL3646,TAIL1153,AL3,train,2025-01-05T05:07:11.842264
FL3647,TAIL1153,AL3,train,2025-01-05T15:12:19.715877
FL3648,TAIL1153,AL3,val,2025-01-06T00:15:06.787239
FL3649,TAIL1153,AL3,val,2025-01-06T05:52:31.923917
FL3650,TAIL1153,AL3,test,2025-01-06T15:54:53.787944
FL3651,TAIL1153,AL3,test,2025-01-06T21:44:34.831775
FL3652,TAIL1153,AL3,test,2025-01-07T07:26:54.863056
FL3653,TAIL1154,AL4,train,2025-01-03T17:00:00
FL3654,TAIL1154,AL4,train,2025-01-03T20:28:52.781541
FL3655,TAIL1154,AL4,train,2025-01-04T00:09:25.217785
FL3656,TAIL1154,AL4,train,2025-01-04T06:49:26.072068
FL3657,TAIL1154,AL4,train,2025-01-04T11:35:04.433062
FL3658,TAIL1154,AL4,train,2025-01-04T15:14:20.984801
FL3659,TAIL1154,AL4,train,2025-01-05T00:30:10.279784
FL3660,TAIL1154,AL4,train,2025-01-05T03:12:05.754012
FL3661,TAIL1154,AL4,train,2025-01-05T13:10:42.702970
FL3662,TAIL1154,AL4,train,2025-01-05T19:22:40.595131
FL3663,TAIL1154,AL4,train,2025-01-06T09:38:54.411733
FL3664,TAIL1154,AL4,val,2025-01-06T17:02:07.701558
FL3665,TAIL1154,AL4,val,2025-01-06T22:58:41.862989
FL3666,TAIL1154,AL4,test,2025-01-07T03:28:42.085067
FL3667,TAIL1154,AL4,test,2025-01-07T06:20:41.819019
FL3668,TAIL1154,AL4,test,2025-01-07T21:38:22.628856
FL3669,TAIL1154,AL4,test,2025-01-08T03:53:05.514320
FL3670,TAIL1155,AL1,train,2025-01-03T21:00:00
FL3671,TAIL1155,AL1,train,2025-01-04T00:53:20.556299
FL3672,TAIL1155,AL1,train,2025-01-04T05:41:59.746358
FL3673,TAIL1155,AL1,train,2025-01-04T11:06:47.775548
FL3674,TAIL1155,AL1,train,2025-01-04T17:03:35.225547
FL3675,TAIL1155,AL1,train,2025-01-05T06:56:05.540054
FL3676,TAIL1155,AL1,train,2025-01-05T12:30:00.295499
FL3677,TAIL1155,AL1,train,2025-01-05T17:41:30.109542
FL3678,TAIL1155,AL1,train,2025-01-05T21:06:39.382084
FL3679,TAIL1155,AL1,train,2025-01-06T02:38:29.196469
FL3680,TAIL1155,AL1,train,2025-01-06T05:47:46.514509
FL3681,TAIL1155,AL1,val,2025-01-06T13:47:05.130871
FL3682,TAIL1155,AL1,val,2025-01-06T19:24:20.507097
FL3683,TAIL1155,AL1,test,2025-01-06T23:17:43.922792
FL3684,TAIL1155,AL1,test,2025-01-07T05:29:30.171268
FL3685,TAIL1155,AL1,test,2025-01-07T18:04:01.111496
FL3686,TAIL1156,AL1,train,2025-01-03T08:00:00
FL3687,TAIL1156,AL1,train,2025-01-03T10:07:01.335916
FL3688,TAIL1156,AL1,train,2025-01-03T15:23:27.807597
FL3689,TAIL1156,AL1,train,2025-01-03T21:33:45.541056
FL3690,TAIL1156,AL1,train,2025-01-04T03:31:48.871813
FL3691,TAIL1156,AL1,train,2025-01-04T16:10:36.771969
FL3692,TAIL1156,AL1,train,2025-01-04T22:30:48.155946
FL3693,TAIL1156,AL1,train,2025-01-05T00:57:37.295867
FL3694,TAIL1156,AL1,train,2025-01-05T08:51:29.482242
FL3695,TAIL1156,AL1,val,2025-01-05T13:06:17.619149
FL3696,TAIL1156,AL1,test,2025-01-05T18:24:05.252470
FL3697,TAIL1156,AL1,test,2025-01-06T00:31:44.897630
FL3698,TAIL1156,AL1,test,2025-01-06T06:52:33.490749
FL3699,TAIL1157,AL2,train,2025-01-02T08:00:00
FL3700,TAIL1157,AL2,train,2025-01-02T16:19:14.787885
FL3701,TAIL1157,AL2,train,2025-01-02T23:11:20.417683
FL3702,TAIL1157,AL2,train,2025-01-03T10:55:38.774749
FL3703,TAIL1157,AL2,train,2025-01-04T00:33:47.559385
FL3704,TAIL1157,AL2,train,2025-01-04T05:33:36.409351
FL3705,TAIL1157,AL2,train,2025-01-04T16:32:14.061440
FL3706,TAIL1157,AL2,train,2025-01-04T22:59:59.288338
FL3707,TAIL1157,AL2,train,2025-01-05T07:14:56.732054
FL3708,TAIL1157,AL2,val,2025-01-05T11:32:59.129814
FL3709,TAIL1157,AL2,val,2025-01-05T16:54:41.598038
FL3710,TAIL1157,AL2,test,2025-01-05T21:02:08.457014
FL3711,TAIL1157,AL2,test,2025-01-06T03:44:31.011517
FL3712,TAIL1157,AL2,test,2025-01-06T07:50:27.694798
FL3713,TAIL1158,AL2,train,2025-01-02T18:00:00
FL3714,TAIL1158,AL2,train,2025-01-03T00:11:40.115712
FL3715,TAIL1158,AL2,train,2025-01-03T05:15:13.040431
FL3716,TAIL1158,AL2,train,2025-01-03T10:20:34.252748
FL3717,TAIL1158,AL2,train,2025-01-04T00:32:42.195075
FL3718,TAIL1158,AL2,train,2025-01-04T04:40:38.931017
FL3719,TAIL1158,AL2,train,2025-01-04T09:48:37.667361
FL3720,TAIL1158,AL2,train,2025-01-04T13:42:26.579191
FL3721,TAIL1158,AL2,train,2025-01-04T17:52:07.654187
FL3722,TAIL1158,AL2,train,2025-01-05T00:08:26.420700
FL3723,TAIL1158,AL2,train,2025-01-05T10:34:27.995920
FL3724,TAIL1158,AL2,train,2025-01-05T15:41:30.185044
FL3725,TAIL1158,AL2,train,2025-01-05T20:35:21.659414
FL3726,TAIL1158,AL2,train,2025-01-06T03:09:41.996624
FL3727,TAIL1158,AL2,val,2025-01-06T08:46:42.013163
FL3728,TAIL1158,AL2,val,2025-01-06T17:13:33.358749
FL3729,TAIL1158,AL2,val,2025-01-07T03:18:28.850084
FL3730,TAIL1158,AL2,test,2025-01-07T08:13:26.777915
FL3731,TAIL1158,AL2,test,2025-01-07T17:27:53.143055
FL3732,TAIL1158,AL2,test,2025-01-07T22:18:45.986566
FL3733,TAIL1158,AL2,test,2025-01-08T02:45:01.344445
FL3734,TAIL1159,AL1,train,2025-01-01T14:00:00
FL3735,TAIL1159,AL1,train,2025-01-01T20:02:33.113671
FL3736,TAIL1159,AL1,train,2025-01-02T02:22:43.744816
FL3737,TAIL1159,AL1,train,2025-01-02T07:54:04.183966
FL3738,TAIL1159,AL1,train,2025-01-02T14:24:42.233365
FL3739,TAIL1159,AL1,train,2025-01-02T20:53:35.139272
FL3740,TAIL1159,AL1,train,2025-01-03T06:20:43.528697
FL3741,TAIL1159,AL1,train,2025-01-03T10:19:18.670572
FL3742,TAIL1159,AL1,train,2025-01-03T14:58:07.032354
FL3743,TAIL1159,AL1,train,2025-01-04T04:03:21.115148
FL3744,TAIL1159,AL1,train,2025-01-04T08:24:52.589278
FL3745,TAIL1159,AL1,train,2025-01-04T13:10:40.668470
FL3746,TAIL1159,AL1,train,2025-01-04T21:47:10.439293
FL3747,TAIL1159,AL1,train,2025-01-05T01:02:11.351069
FL3748,TAIL1159,AL1,train,2025-01-05T15:50:08.157231
FL3749,TAIL1159,AL1,train,2025-01-05T23:05:25.609681
FL3750,TAIL1159,AL1,val,2025-01-06T05:09:54.847038
FL3751,TAIL1159,AL1,val,2025-01-06T11:46:06.624778
FL3752,TAIL1159,AL1,val,2025-01-06T16:20:55.503550
FL3753,TAIL1159,AL1,test,2025-01-06T22:15:12.908208
FL3754,TAIL1159,AL1,test,2025-01-07T04:09:27.627635
FL3755,TAIL1159,AL1,test,2025-01-07T07:37:28.210179
FL3756,TAIL1159,AL1,test,2025-01-07T10:17:23.694346
FL3757,TAIL1160,AL2,train,2025-01-02T23:00:00
FL3758,TAIL1160,AL2,train,2025-01-03T04:00:08.383442
FL3759,TAIL1160,AL2,train,2025-01-03T10:06:42.995576
FL3760,TAIL1160,AL2,train,2025-01-03T21:51:44.907210
FL3761,TAIL1160,AL2,train,2025-01-04T03:35:23.526550
FL3762,TAIL1160,AL2,train,2025-01-04T09:13:11.640657
FL3763,TAIL1160,AL2,train,2025-01-04T12:40:01.876115
FL3764,TAIL1160,AL2,val,2025-01-04T20:52:33.627445
FL3765,TAIL1160,AL2,test,2025-01-04T23:14:12.843321
FL3766,TAIL1160,AL2,test,2025-01-05T04:38:40.079287
FL3767,TAIL1161,AL3,train,2025-01-03T14:00:00
FL3768,TAIL1161,AL3,train,2025-01-03T19:05:58.433426
FL3769,TAIL1161,AL3,train,2025-01-03T23:47:48.202940
FL3770,TAIL1161,AL3,train,2025-01-04T11:33:09.714594
FL3771,TAIL1161,AL3,train,2025-01-04T20:31:08.198597
FL3772,TAIL1161,AL3,train,2025-01-05T00:02:00.932234
FL3773,TAIL1161,AL3,train,2025-01-05T05:26:18.118584
FL3774,TAIL1161,AL3,train,2025-01-05T15:55:03.372552
FL3775,TAIL1161,AL3,train,2025-01-06T06:04:01.787854
FL3776,TAIL1161,AL3,train,2025-01-06T09:44:19.847339
FL3777,TAIL1161,AL3,train,2025-01-06T22:55:37.686407
FL3778,TAIL1161,AL3,val,2025-01-07T10:06:47.027597
FL3779,TAIL1161,AL3,val,2025-01-07T19:33:09.897514
FL3780,TAIL1161,AL3,test,2025-01-08T03:58:46.918128
FL3781,TAIL1161,AL3,test,2025-01-08T18:04:23.532454
FL3782,TAIL1161,AL3,test,2025-01-08T22:14:38.783305
FL3783,TAIL1162,AL2,train,2025-01-04T03:00:00
FL3784,TAIL1162,AL2,train,2025-01-04T06:47:14.910352
FL3785,TAIL1162,AL2,train,2025-01-04T12:29:06.245843
FL3786,TAIL1162,AL2,train,2025-01-04T16:41:37.581956
FL3787,TAIL1162,AL2,train,2025-01-05T05:29:05.233070
FL3788,TAIL1162,AL2,train,2025-01-05T10:35:04.511715
FL3789,TAIL1162,AL2,train,2025-01-05T15:42:01.266083
FL3790,TAIL1162,AL2,train,2025-01-06T00:26:50.240396
FL3791,TAIL1162,AL2,train,2025-01-06T05:45:23.974193
FL3792,TAIL1162,AL2,train,2025-01-06T13:46:15.484477
FL3793,TAIL1162,AL2,train,2025-01-07T00:54:42.914160
FL3794,TAIL1162,AL2,val,2025-01-07T03:39:17.875107
FL3795,TAIL1162,AL2,val,2025-01-07T09:50:58.604146
FL3796,TAIL1162,AL2,test,2025-01-07T17:21:38.327304
FL3797,TAIL1162,AL2,test,2025-01-08T01:48:00.228208
FL3798,TAIL1162,AL2,test,2025-01-08T05:03:09.746864
FL3799,TAIL1163,AL1,train,2025-01-03T15:00:00
FL3800,TAIL1163,AL1,train,2025-01-03T20:23:19.309142
FL3801,TAIL1163,AL1,train,2025-01-04T01:49:30.341607
FL3802,TAIL1163,AL1,train,2025-01-04T07:24:54.811334
FL3803,TAIL1163,AL1,train,2025-01-04T12:25:47.148176
FL3804,TAIL1163,AL1,train,2025-01-04T15:33:46.269779
FL3805,TAIL1163,AL1,train,2025-01-05T00:32:58.886882
FL3806,TAIL1163,AL1,train,2025-01-05T04:24:44.742611
FL3807,TAIL1163,AL1,train,2025-01-05T08:24:24.116379
FL3808,TAIL1163,AL1,train,2025-01-05T11:34:59.028763
FL3809,TAIL1163,AL1,train,2025-01-05T15:53:00.366705
FL3810,TAIL1163,AL1,val,2025-01-06T01:35:19.429099
FL3811,TAIL1163,AL1,val,2025-01-06T05:58:25.521709
FL3812,TAIL1163,AL1,test,2025-01-06T20:18:45.723650
FL3813,TAIL1163,AL1,test,2025-01-07T02:24:31.621351
FL3814,TAIL1163,AL1,test,2025-01-07T05:59:43.818903
FL3815,TAIL1163,AL1,test,2025-01-07T10:30:36.521896
FL3816,TAIL1164,AL3,train,2025-01-01T22:00:00
FL3817,TAIL1164,AL3,train,2025-01-02T02:51:58.455608
FL3818,TAIL1164,AL3,train,2025-01-02T09:39:28.487666
FL3819,TAIL1164,AL3,train,2025-01-02T14:47:53.949187
FL3820,TAIL1164,AL3,train,2025-01-02T19:07:48.320902
FL3821,TAIL1164,AL3,train,2025-01-03T03:35:36.186514
FL3822,TAIL1164,AL3,train,2025-01-03T09:38:21.068311
FL3823,TAIL1164,AL3,train,2025-01-03T12:28:38.513538
FL3824,TAIL1164,AL3,train,2025-01-04T01:47:37.946289
FL3825,TAIL1164,AL3,train,2025-01-04T16:04:16.020461
FL3826,TAIL1164,AL3,train,2025-01-04T23:35:56.595060
FL3827,TAIL1164,AL3,train,2025-01-05T03:31:25.742514
FL3828,TAIL1164,AL3,val,2025-01-05T10:04:52.527751
FL3829,TAIL1164,AL3,val,2025-01-05T18:04:57.629245
FL3830,TAIL1164,AL3,test,2025-01-06T08:32:18.796872
FL3831,TAIL1164,AL3,test,2025-01-06T11:51:11.219156
FL3832,TAIL1164,AL3,test,2025-01-06T22:04:33.605643
FL3833,TAIL1164,AL3,test,2025-01-07T13:17:06.459386
FL3834,TAIL1165,AL1,train,2025-01-03T03:00:00
FL3835,TAIL1165,AL1,train,2025-01-03T08:56:58.934591
FL3836,TAIL1165,AL1,train,2025-01-03T12:39:39.478009
FL3837,TAIL1165,AL1,train,2025-01-03T21:01:27.008914
FL3838,TAIL1165,AL1,train,2025-01-04T02:36:46.077495
FL3839,TAIL1165,AL1,train,2025-01-04T10:03:34.465625
FL3840,TAIL1165,AL1,train,2025-01-04T13:58:20.871151
FL3841,TAIL1165,AL1,train,2025-01-04T19:06:10.399697
FL3842,TAIL1165,AL1,train,2025-01-04T23:57:12.784376
FL3843,TAIL1165,AL1,train,2025-01-05T06:34:57.067059
FL3844,TAIL1165,AL1,train,2025-01-05T09:42:35.501963
FL3845,TAIL1165,AL1,train,2025-01-05T15:42:14.178431
FL3846,TAIL1165,AL1,train,2025-01-06T03:56:06.991792
FL3847,TAIL1165,AL1,train,2025-01-06T10:51:48.868309
FL3848,TAIL1165,AL1,val,2025-01-06T17:36:23.996993
FL3849,TAIL1165,AL1,val,2025-01-06T20:26:58.800890
FL3850,TAIL1165,AL1,val,2025-01-07T01:28:51.963171
FL3851,TAIL1165,AL1,test,2025-01-07T09:57:37.377264
FL3852,TAIL1165,AL1,test,2025-01-07T13:12:43.405917
FL3853,TAIL1165,AL1,test,2025-01-07T18:37:36.442617
FL3854,TAIL1165,AL1,test,2025-01-07T23:57:23.232724
FL3855,TAIL1166,AL3,train,2025-01-03T14:00:00
FL3856,TAIL1166,AL3,train,2025-01-03T22:58:06.567164
FL3857,TAIL1166,AL3,train,2025-01-04T11:28:00.086107
FL3858,TAIL1166,AL3,train,2025-01-04T16:43:08.715525
FL3859,TAIL1166,AL3,train,2025-01-05T01:48:21.076545
FL3860,TAIL1166,AL3,train,2025-01-05T09:05:18.172498
FL3861,TAIL1166,AL3,train,2025-01-05T16:10:17.436215
FL3862,TAIL1166,AL3,train,2025-01-05T21:23:07.878437
FL3863,TAIL1166,AL3,train,2025-01-06T03:56:10.141774
FL3864,TAIL1166,AL3,train,2025-01-06T17:09:07.179399
FL3865,TAIL1166,AL3,train,2025-01-06T23:12:59.448657
FL3866,TAIL1166,AL3,train,2025-01-07T13:19:35.103175
FL3867,TAIL1166,AL3,val,2025-01-08T03:03:41.210821
FL3868,TAIL1166,AL3,val,2025-01-08T11:43:23.209639
FL3869,TAIL1166,AL3,test,2025-01-08T18:22:33.692755
FL3870,TAIL1166,AL3,test,2025-01-09T01:40:58.462462
FL3871,TAIL1166,AL3,test,2025-01-09T15:33:04.080073
FL3872,TAIL1166,AL3,test,2025-01-10T05:18:24.263549
FL3873,TAIL1167,AL2,train,2025-01-02T05:00:00
FL3874,TAIL1167,AL2,train,2025-01-02T13:01:19.430098
FL3875,TAIL1167,AL2,train,2025-01-02T19:54:18.847465
