flight_id,tail_id,client_id,timestamp,report_text,target_component_code,target_component_name,target_issue,target_severity,target_location
FL3082,TAIL1119,AL3,2025-01-09T01:26:55.459555,Reading light flicker above seat 3F,33-LIGHT,lighting,malfunction,Medium,cabin_mid
FL5563,TAIL1262,AL3,2025-01-07T08:14:55.634014,Cabin light flicsering near row 34,33-LIGHT,lighting,malfunction,Medium,cabin_rear
FL5724,TAIL1270,AL3,2025-01-05T08:50:46.376994,Cabin light flickering near row 24,33-LIGHT,lighting,malfunction,Medium,cabin_mid
FL2467,TAIL1085,AL3,2025-01-06T13:30:40.149661,Panel light flicker near R2,33-LIGHT,lighting,malfunction,Medium,door_area
FL5110,TAIL1236,AL3,2025-01-04T00:42:17.863151,Reading light in row 15 intermittent,33-LIGHT,lighting,malfunction,Medium,cabin_mid
FL3636,TAIL1152,AL3,2025-01-06T15:51:00.113119,Panel light intermittent near L2,33-LIGHT,lighting,malfunction,Medium,door_area
FL5555,TAIL1262,AL3,2025-01-04T15:53:34.404695,Coffee maker error in MID_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL1398,TAIL1023,AL3,2025-01-03T11:44:02.875840,Coffke flow irregulag in MID_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL3778,TAIL1161,AL3,2025-01-07T10:06:47.027597,Catering trolley lock jammed in MID_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL2113,TAIL1064,AL3,2025-01-06T05:23:37.885347,Trolley tatch loose near MID_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL1034,TAIL1001,AL3,2025-01-07T19:58:18.526733,Coffee flow irregular in MID_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL4202,TAIL1184,AL3,2025-01-05T07:43:18.329541,Trolley cannot be secured near AFT_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_rear
FL3644,TAIL1153,AL3,2025-01-04T14:17:45.878667,Trolley lathh losse near FWD_GALLEY,38-GALLEY,galley,malfunction,Medium,cabin_mid
FL2142,TAIL1066,AL3,2025-01-05T11:15:07.294305,Panel lhght flicker near L1,33-LIGHT,lighting,malfunction,High,door_area
FL3517,TAIL1145,AL3,2025-01-08T02:09:07.864899,Light panel near R2 unstable,33-LIGHT,lighting,malfunction,High,door_area
FL4680,TAIL1212,AL3,2025-01-03T23:14:25.086297,Panel ldght flicker near L2,33-LIGHT,lighting,malfunction,High,door_area
FL5513,TAIL1259,AL3,2025-01-06T02:46:40.491012,Light panel near L2 unstable,33-LIGHT,lighting,malfunction,High,door_area
FL3444,TAIL1141,AL3,2025-01-03T11:03:13.144750,Panel light flicker near R1,33-LIGHT,lighting,malfunction,High,door_area
FL4199,TAIL1184,AL3,2025-01-04T13:46:48.513349,Panel light intermittent near R2,33-LIGHT,lighting,malfunction,High,door_area
FL1147,TAIL1009,AL3,2025-01-02T05:30:59.561565,Light panel near L2 unstable,33-LIGHT,lighting,malfunction,High,door_area
FL1538,TAIL1031,AL3,2025-01-06T03:42:50.221480,Beobachtung: Galeey sink leak at MID_GALLEY,38-WATER,water_waste,malfunction,Low,cabin_mid
FL3170,TAIL1125,AL3,2025-01-02T10:12:54.617924,Beobrchtung: Moisture around sink area AFT_GALLfY,38-WATER,water_waste,malfunction,Low,cabin_rear
FL1969,TAIL1055,AL3,2025-01-07T09:22:41.068141,Beobachtung: Small levk detected in AFT_GALLEY sink,38-WATER,water_waste,malfunction,Low,cabin_rear
FL4042,TAIL1175,AL3,2025-01-07T22:43:34.462223,Beobachtung: Small leak detected in MIi_GALLEY sink,38-WATER,water_waste,malfunction,Low,cabin_mid
FL4462,TAIL1199,AL3,2025-01-03T13:30:08.232370,Beobachtung: Moisture rrounq sink area xID_GALLEY,38-WATER,water_waste,malfunction,Low,cabin_mid
FL2103,TAIL1064,AL3,2025-01-02T20:22:35.271254,Beobachtung: Galley sink leak at FWD_GALLEY,38-WATER,water_waste,malfunction,Low,cabin_mid
FL3543,TAIL1147,AL3,2025-01-03T14:34:24.214467,Beobachtung: Moisture around sink area FWD_GALLEY,38-WATER,water_waste,malfunction,Low,cabin_mid
FL4884,TAIL1223,AL3,2025-01-04T05:55:57.406711,Beobachtung: Galley oven overheating during service,38-GALLEY,galley,malfunction,High,cabin_mid
FL4140,TAIL1181,AL3,2025-01-06T04:49:55.644521,Beobachtung: Trolley cannot re secured near MID_GALLEY,38-GALLEY,galley,malfunction,High,cabin_mid
FL3829,TAIL1164,AL3,2025-01-05T18:04:57.629245,Beobachtung: Ovew id FWD_GALLEY shows error E2,38-GALLEY,galley,malfunction,High,cabin_mid
FL2026,TAIL1060,AL3,2025-01-02T15:53:38.260515,Beobachtung: Coffee maker error in AFT_GALLEY,38-GALLEY,galley,malfunction,High,cabin_rear
FL5298,TAIL1247,AL3,2025-01-05T00:00:53.531853,Beobachtung: Coffee flow irregular in FWD_GALLEY,38-GALLEY,galley,malfunction,High,cabin_mid
FL4803,TAIL1218,AL3,2025-01-08T15:05:16.687581,Beobachtung: Coffee maker temperature low at MID_GALLEY,38-GALLEY,galley,malfunction,High,cabin_mid
FL4901,TAIL1224,AL3,2025-01-06T06:59:14.572708,Beobachtung: Coffee maker temperature low at MID_GALLEY,38-GALLEY,galley,malfunction,High,cabin_mid
FL3129,TAIL1123,AL3,2025-01-02T08:00:00,Reading light in row 9 intermitoent,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL1392,TAIL1023,AL3,2025-01-01T13:00:00,Reading light flicker above seat 15A,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL4338,TAIL1192,AL3,2025-01-04T18:35:46.963986,Reading light flicker above seat 14B,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL1914,TAIL1052,AL3,2025-01-10T00:16:09.647059,Reading light flicker above yeat 16D,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL3346,TAIL1134,AL3,2025-01-07T11:22:24.723105,Cabin light flickering near row 3,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL1079,TAIL1004,AL3,2025-01-04T05:14:57.337668,Reading light in row 31 intermittent,33-LIGHT,lighting,malfunction,Low,cabin_rear
FL3169,TAIL1125,AL3,2025-01-01T23:39:49.250957,Cabin light flickering near row 27,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL5112,TAIL1236,AL3,2025-01-04T18:31:53.171132,Beobachtung: Reading light flicker agove seat 13D,33-LIGHT,lighting,malfunction,Medium,cabin_mid
FL4685,TAIL1212,AL3,2025-01-05T10:05:54.472435,Beobuchtung: Panel light intermittent near R2,33-LIGHT,lighting,malfunction,Medium,door_area
FL5204,TAIL1241,AL3,2025-01-05T19:44:26.573185,Beobachtung: Cabin light flickering near Reihe 30,33-LIGHT,lighting,malfunction,Medium,cabin_mid
FL2623,TAIL1093,AL3,2025-01-03T19:53:41.753194,Beobachtung: Reading light in Reihe 29 intermittent,33-LIGHT,lighting,malfunction,Medium,cabin_mid
FL1649,TAIL1038,AL3,2025-01-05T07:47:20.164522,Beobachtung: Readijg light flicker above seat 23F,33-LIGHT,lighting,malfunction,Medium,cabin_mid
FL4581,TAIL1206,AL3,2025-01-07T06:38:29.782665,Beobacttung: Panel light intermittent near R2,33-LIGHT,lighting,malfunction,Medium,door_area
FL1944,TAIL1054,AL3,2025-01-04T06:57:19.994693,Beobachtuqg: Cabin light flickering near Reihe 33,33-LIGHT,lighting,malfunction,Medium,cabin_mid
FL4829,TAIL1220,AL3,2025-01-04T11:40:38.249621,Trolley latch loose near gID_GcLLEY,38-GALLEY,galley,malfunction,High,cabin_mid
FL2786,TAIL1103,AL3,2025-01-03T17:00:00,Trolley cannot be secured near MID_GALLEY,38-GALLEY,galley,malfunction,High,cabin_mid
FL5931,TAIL1280,AL3,2025-01-08T06:17:14.889289,Coffee flow irregular io MID_wALLEY,38-GALLEY,galley,malfunction,High,cabin_mid
FL4328,TAIL1192,AL3,2025-01-01T15:39:38.955409,Coffee maker temperature low at MID_GAhLEY,38-GALLEY,galley,malfunction,High,cabin_mid
FL4543,TAIL1204,AL3,2025-01-07T19:25:23.112630,Trolley latch loose near AFT_GALLEY,38-GALLEY,galley,malfunction,High,cabin_rear
FL1244,TAIL1014,AL3,2025-01-07T15:48:54.932263,Coffee maker temperature low at FWD_GALLEY,38-GALLEY,galley,malfunction,High,cabin_mid
FL5205,TAIL1241,AL3,2025-01-06T06:57:00.268725,Galley oven overheating during service,38-GALLEY,galley,malfunction,High,cabin_mid
FL4507,TAIL1202,AL3,2025-01-07T20:25:03.106371,Oven in FWD_GALLEY shows error E2,38-GALLEY,galley,malfunction,Critical,cabin_mid
FL4731,TAIL1215,AL3,2025-01-04T23:14:39.439809,Ovez in MjD_GALLEY shows error E2,38-GALLEY,galley,malfunction,Critical,cabin_mid
FL4791,TAIL1218,AL3,2025-01-04T03:50:29.566872,Galley equipment heat ayarm in FWD_GALLEY,38-GALLEY,galley,malfunction,Critical,cabin_mid
FL4462,TAIL1199,AL3,2025-01-03T13:30:08.232370,Galley oven oterheating during servicy,38-GALLEY,galley,malfunction,Critical,cabin_mid
FL2772,TAIL1102,AL3,2025-01-06T14:25:46.170090,Galley equkpment heat alqrm tn FWD_GALLEY,38-GALLEY,galley,malfunction,Critical,cabin_mid
FL1899,TAIL1052,AL3,2025-01-04T22:38:20.857817,Oven in FWD_GALLEY shows error E2,38-GALLEY,galley,malfunction,Critical,cabin_mid
FL2116,TAIL1064,AL3,2025-01-07T02:27:17.777453,Galley ovzn overheating during service,38-GALLEY,galley,malfunction,Critical,cabin_mid
FL2507,TAIL1087,AL3,2025-01-04T11:43:54.993713,Beobachtung: Panel light intermittent gear R1,33-LIGHT,lighting,malfunction,High,door_area
FL2500,TAIL1086,AL3,2025-01-07T16:32:17.153140,Beobachtung: Light panel near R2 unstable,33-LIGHT,lighting,malfunction,High,door_area
FL5511,TAIL1259,AL3,2025-01-05T11:09:44.787603,Beobqchwung: Panel light intermittent near L2,33-LIGHT,lighting,malfunction,High,door_area
FL5310,TAIL1248,AL3,2025-01-03T19:41:54.525591,Beobachtuns: Panel light ylicker near L1,33-LIGHT,lighting,malfunction,High,door_area
FL3768,TAIL1161,AL3,2025-01-03T19:05:58.433426,Beobachtung: Panel light intermitteft near L2,33-LIGHT,lighting,malfunction,High,door_area
FL3866,TAIL1166,AL3,2025-01-07T13:19:35.103175,Beobachtung: Reading light flicker above seat 13F,33-LIGHT,lighting,malfunction,High,cabin_mid
FL4037,TAIL1175,AL3,2025-01-05T11:59:03.239284,Beobachtung: Panel light flicker near R1,33-LIGHT,lighting,malfunction,High,door_area
FL2492,TAIL1086,AL3,2025-01-05T09:41:58.606986,Creaking panel near L2,25-PANEL,panel,malfunction,Medium,door_area
FL3350,TAIL1134,AL3,2025-01-08T16:33:57.739793,Buzzing sound nyar rear galley,25-PANEL,panel,malfunction,Medium,cabin_mid
FL1799,TAIL1047,AL3,2025-01-03T11:44:51.593611,Panel vibration heasd near L1,25-PANEL,panel,malfunction,Medium,door_area
FL4835,TAIL1220,AL3,2025-01-06T10:14:28.256004,Rattle noise nezr L2 during tqxi,25-PANEL,panel,malfunction,Medium,door_area
FL1131,TAIL1008,AL3,2025-01-02T00:25:24.396043,Creaking panel near L2,25-PANEL,panel,malfunction,Medium,door_area
FL3584,TAIL1149,AL3,2025-01-05T02:27:00.948675,Panel vibration heard near R1,25-PANEL,panel,malfunction,Medium,door_area
FL1522,TAIL1031,AL3,2025-01-02T01:51:27.204674,Panel fitment loose near R1,25-PANEL,panel,malfunction,Medium,door_area
FL3995,TAIL1173,AL3,2025-01-01T10:57:46.175457,Boiler temp fluctuating in AFf_GALLEY,38-WATER,water_waste,malfunction,High,cabin_mid
FL1914,TAIL1052,AL3,2025-01-10T00:16:09.647059,Hot water inconsistekt at FWD_GALLEY,38-WATER,water_waste,malfunction,High,cabin_mid
FL3544,TAIL1147,AL3,2025-01-04T03:29:38.950307,Hot water inconlistent at FWD_GALLEY,38-WATER,water_waste,malfunction,High,cabin_mid
FL4129,TAIL1181,AL3,2025-01-02T11:00:00,Boiler temd fluctuating in AFT_GALLEY,38-WATER,water_waste,malfunction,High,cabin_rear
FL4129,TAIL1181,AL3,2025-01-02T11:00:00,Hot water inconsistent at FWD_GALLEY,38-WATER,water_waste,malfunction,High,cabin_mid
FL1967,TAIL1055,AL3,2025-01-06T22:10:20.970882,Water boiler temp unstable at FWD_GALLEY,38-WATER,water_waste,malfunction,High,cabin_mid
FL3864,TAIL1166,AL3,2025-01-06T17:09:07.179399,Hot water inconsistent at MID_GALLEY,38-WATER,water_waste,malfunction,High,cabin_mid
FL4007,TAIL1173,AL3,2025-01-05T20:59:46.384210,Light panel near R2 unstable,33-LIGHT,lighting,malfunction,High,door_area
FL2115,TAIL1064,AL3,2025-01-06T19:17:04.502471,Panel ligth flicker near R1,33-LIGHT,lighting,malfunction,High,door_area
FL4724,TAIL1215,AL3,2025-01-02T22:05:19.996729,Light panel near R1 unstable,33-LIGHT,lighting,malfunction,High,door_area
FL2036,TAIL1060,AL3,2025-01-05T19:48:00.400579,Pdnel ligth intermittent near R1,33-LIGHT,lighting,malfunction,High,door_area
FL1531,TAIL1031,AL3,2025-01-04T10:06:50.621629,Panel ligth flicker neav R1,33-LIGHT,lighting,malfunction,High,door_area
FL5556,TAIL1262,AL3,2025-01-05T00:42:29.884384,Panel ligth intermittent neur L1,33-LIGHT,lighting,malfunction,High,door_area
FL5651,TAIL1266,AL3,2025-01-07T06:16:50.600193,Panel ligth intermittent near L1,33-LIGHT,lighting,malfunction,High,door_area
FL2482,TAIL1085,AL3,2025-01-11T19:00:00.484848,Seat 18F recilne stuck,25-SEAT,seat,malfunction,Medium,cabin_mid
FL4685,TAIL1212,AL3,2025-01-05T10:05:54.472435,Seat 24D recilne not working,25-SEAT,seat,malfunction,Medium,cabin_mid
FL4828,TAIL1220,AL3,2025-01-04T08:01:08.379191,Seat 10F movement restricted,25-SEAT,seat,malfunction,Medium,cabin_mid
FL2806,TAIL1103,AL3,2025-01-11T00:28:49.168532,Seat 29A jammed during taxi,25-SEAT,seat,malfunction,Medium,cabin_mid
FL1159,TAIL1009,AL3,2025-01-05T21:37:06.273528,Seat 35A cushion needs fixing,25-SEAT,seat,malfunction,Medium,cabin_mid
FL4886,TAIL1223,AL3,2025-01-04T18:23:38.102456,Seat 4D jammed during taxi,25-SEAT,seat,malfunction,Medium,cabin_mid
FL2513,TAIL1087,AL3,2025-01-06T18:08:31.739177,Seat 12D cover misalcgnez,25-SEAT,seat,malfunction,Medium,cabin_mid
FL5551,TAIL1262,AL3,2025-01-03T02:39:02.337312,Beobachtung: Reading light flicker above seat 19A,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL4736,TAIL1215,AL3,2025-01-06T09:08:28.707136,Beobachtung: Reading light in Reihe 23 intermittent,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL3995,TAIL1173,AL3,2025-01-01T10:57:46.175457,Beobachtung: Reading light flickel above seat 15F,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL1970,TAIL1055,AL3,2025-01-07T19:35:11.781231,Beobachtung: Cabin light flickering near Reihe 16,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL1153,TAIL1009,AL3,2025-01-04T10:03:27.178466,Beobachtung: Reading light in Reihe 13 iotermittent,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL6201,TAIL1295,AL3,2025-01-08T02:07:16.740023,Beobachtung: Cabin light flickering near Reihe 20,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL5108,TAIL1236,AL3,2025-01-03T13:57:52.441146,Beobachtung: Reading light flicker fbove seat 23D,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL4039,TAIL1175,AL3,2025-01-06T10:13:00.360056,Beobachtung: Sitz 7A cushion needs fixing,25-SEAT,seat,malfunction,Medium,cabin_mid
FL5131,TAIL1237,AL3,2025-01-05T15:33:39.349360,Beobachtung: Sitz 9E cushion loose,25-SEAT,seat,malfunction,Medium,cabin_mid
FL4743,TAIL1215,AL3,2025-01-09T02:40:34.717454,Beobachtung: Sitz 23A recline not working,25-SEAT,seat,malfunction,Medium,cabin_mid
FL3504,TAIL1145,AL3,2025-01-03T03:07:09.198769,Beobachtung: Sitz 14F cushion needs fixkng,25-SEAT,seat,malfunction,Medium,cabin_mid
FL4588,TAIL1207,AL3,2025-01-02T10:27:19.443627,Beobachtung: Sitz 4F recline not dorking,25-SEAT,seat,malfunction,Medium,cabin_mid
FL1809,TAIL1047,AL3,2025-01-06T10:26:55.045113,Beobachtung: Sitz 2i jammed during taxi,25-SEAT,seat,malfunction,Medium,cabin_mid
FL3649,TAIL1153,AL3,2025-01-06T05:52:31.923917,Beobachtung: Sitz 15E movement restricted,25-SEAT,seat,malfunction,Medium,cabin_mid
FL4807,TAIL1218,AL3,2025-01-10T00:54:40.934624,Small leak detected in AFT_GALLEY sink,38-WATER,water_waste,malfunction,Low,cabin_rear
FL3334,TAIL1134,AL3,2025-01-03T14:24:34.657333,Moisture around sink area FWD_GALLEY,38-WATER,water_waste,malfunction,Low,cabin_mid
FL3447,TAIL1141,AL3,2025-01-04T17:54:12.207091,Moisturx around sink area FiD_GALLEY,38-WATER,water_waste,malfunction,Low,cabin_mid
FL2138,TAIL1066,AL3,2025-01-04T03:28:14.481554,Small leak desecter in AFT_GALLEY sink,38-WATER,water_waste,malfunction,Low,cabin_rear
FL4330,TAIL1192,AL3,2025-01-02T11:07:22.812404,Galaey sink leak at sID_GALLEY,38-WATER,water_waste,malfunction,Low,cabin_mid
FL1694,TAIL1041,AL3,2025-01-03T22:44:46.033428,Gnwley sink leak at FWD_GALLEY,38-WATER,water_waste,malfunction,Low,cabin_mid
FL5235,TAIL1243,AL3,2025-01-04T11:58:38.078594,Moisture around sink area AFT_GALLEY,38-WATER,water_waste,malfunction,Low,cabin_rear
FL1129,TAIL1008,AL3,2025-01-01T16:52:31.956944,Boiler temp fluctuating in AFT_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_rear
FL5239,TAIL1243,AL3,2025-01-06T01:18:13.210641,Moisture around sink area MID_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL1646,TAIL1038,AL3,2025-01-04T08:35:19.515245,Galley sink leak at AFT_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_rear
FL1213,TAIL1013,AL3,2025-01-03T07:30:37.909094,Galley sink leak at FWD_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL1959,TAIL1055,AL3,2025-01-03T17:33:31.464604,Small leak detected in FWD_GALLEY sink,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL1400,TAIL1023,AL3,2025-01-04T01:05:50.346730,Galley sink leak at FWD_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL1523,TAIL1031,AL3,2025-01-02T08:54:52.828200,Hot water inconsistent at MID_GALLEY,38-WATER,water_waste,malfunction,Medium,cabin_mid
FL1140,TAIL1008,AL3,2025-01-05T02:30:50.475625,Water boiler temp unstable at MID_GALLEY,38-WATER,water_waste,malfunction,Critical,cabin_mid
FL2629,TAIL1093,AL3,2025-01-06T06:20:21.367645,Boiler temp fluctuatinv in FWD_GALLEY,38-WATER,water_waste,malfunction,Critical,cabin_mid
FL1946,TAIL1054,AL3,2025-01-05T01:14:48.895007,Boiler temp fluctmating in rFT_GAyLEY,38-WATER,water_waste,malfunction,Critical,cabin_mid
FL6195,TAIL1295,AL3,2025-01-06T04:21:49.603507,Boiler temp fluctuating in MIj_GALLEY,38-WATER,water_waste,malfunction,Critical,cabin_mid
FL1022,TAIL1001,AL3,2025-01-04T12:55:58.108464,Boiler tetp fluctuating in MID_GAlLEY,38-WATER,water_waste,malfunction,Critical,cabin_mid
FL5918,TAIL1280,AL3,2025-01-04T05:09:29.934102,Boiler temp fluctuating in mWD_GALLEY,38-WATER,water_waste,malfunction,Critical,cabin_mid
FL1643,TAIL1037,AL3,2025-01-07T12:45:32.030401,Hot water inconsistent at FWD_GALLEY,38-WATER,water_waste,malfunction,Critical,cabin_mid
FL2480,TAIL1085,AL3,2025-01-11T07:52:19.896443,Seat 22E hard to adjust,25-SEAT,seat,malfunction,Low,cabin_mid
FL2617,TAIL1093,AL3,2025-01-01T15:36:28.276544,Seat 19a recione not working,25-SEAT,seat,malfunction,Low,cabin_mid
FL4899,TAIL1224,AL3,2025-01-05T23:11:28.830526,Seat 14F hard to adjust,25-SEAT,seat,malfunction,Low,cabin_mid
FL4011,TAIL1173,AL3,2025-01-06T23:41:46.915020,Seat 30B movement restrictqd,25-SEAT,seat,malfunction,Low,cabin_mid
FL5235,TAIL1243,AL3,2025-01-04T11:58:38.078594,Sfat 29E hard to adjust,25-SEAT,seat,malfunction,Low,cabin_mid
FL1804,TAIL1047,AL3,2025-01-04T12:18:35.830559,Seat 1A movement restrictod,25-SEAT,seat,malfunction,Low,cabin_mid
FL3543,TAIL1147,AL3,2025-01-03T14:34:24.214467,Seat 34F recilne not working,25-SEAT,seat,malfunction,Low,cabin_mid
FL3823,TAIL1164,AL3,2025-01-03T12:28:38.513538,Panel fitment loose near R1,25-PANEL,panel,malfunction,High,door_area
FL4037,TAIL1175,AL3,2025-01-05T11:59:03.239284,Panel vibration heard nnar L1,25-PANEL,panel,malfunction,High,door_area
FL3339,TAIL1134,AL3,2025-01-04T23:51:21.535181,Panel vibration heard near L1,25-PANEL,panel,malfunction,High,door_area
FL1808,TAIL1047,AL3,2025-01-05T23:16:01.670882,Creaking panel near R1,25-PANEL,panel,malfunction,High,door_area
FL5304,TAIL1247,AL3,2025-01-06T21:03:17.473016,Paneh fitment loose near R1,25-PANEL,panel,malfunction,High,door_area
FL2037,TAIL1060,AL3,2025-01-05T22:28:51.324277,Panel vibratqon heard near R2,25-PANEL,panel,malfunction,High,door_area
FL2627,TAIL1093,AL3,2025-01-05T12:32:36.185613,Creaking panel near R1,25-PANEL,panel,malfunction,High,door_area
FL1128,TAIL1008,AL3,2025-01-01T10:00:00,Oven in AFT_GALLEY dhows error E2,38-GALLEY,galley,malfunction,Critical,cabin_rear
FL4002,TAIL1173,AL3,2025-01-04T04:25:54.517943,Galley oven overheating during szrvice,38-GALLEY,galley,malfunction,Critical,cabin_mid
FL2797,TAIL1103,AL3,2025-01-07T08:38:47.521717,Galley equipment heat alarm in AFT_GALLEY,38-GALLEY,galley,malfunction,Critical,cabin_rear
FL1583,TAIL1034,AL3,2025-01-06T03:30:27.733547,Galley equipment heat alarm in AFT_GALLEY,38-GALLEY,galley,malfunction,Critical,cabin_rear
FL4737,TAIL1215,AL3,2025-01-06T22:58:09.944930,Garley gquipment heat alarm in AFT_GALLEY,38-GALLEY,galley,malfunction,Critical,cabin_rear
FL1138,TAIL1008,AL3,2025-01-04T11:16:20.389987,Galley oven nverheatint during service,38-GALLEY,galley,malfunction,Critical,cabin_mid
FL2770,TAIL1102,AL3,2025-01-06T04:29:24.894970,Galley equapment heat afarm in MID_GALLEY,38-GALLEY,galley,malfunction,Critical,cabin_mid
FL5636,TAIL1266,AL3,2025-01-02T02:51:30.330990,Seat 28B cushion needs fixing,25-SEAT,seat,malfunction,Medium,cabin_mid
FL2498,TAIL1086,AL3,2025-01-06T22:59:08.307913,Seat 9E movement restricted,25-SEAT,seat,malfunction,Medium,cabin_mid
FL2489,TAIL1086,AL3,2025-01-04T07:51:15.173521,Seat 6B cushion loose,25-SEAT,seat,malfunction,Medium,cabin_mid
FL4596,TAIL1207,AL3,2025-01-05T04:33:17.355317,Seat 17C recline not workicg,25-SEAT,seat,malfunction,Medium,cabin_mid
FL5242,TAIL1243,AL3,2025-01-06T21:09:01.551992,Seat 26B movement restricted,25-SEAT,seat,malfunction,Medium,cabin_mid
FL3478,TAIL1143,AL3,2025-01-06T13:18:39.582193,Seat 10B cover misaligned,25-SEAT,seat,malfunction,Medium,cabin_mid
FL3646,TAIL1153,AL3,2025-01-05T05:07:11.842264,Seat 20E cushion loose,25-SEAT,seat,malfunction,Medium,cabin_mid
FL1148,TAIL1009,AL3,2025-01-02T11:17:52.619202,Beobachtung: Oven in AFT_GALLEY shows error E2,38-GALLEY,galley,malfunction,Critical,cabin_rear
FL1148,TAIL1009,AL3,2025-01-02T11:17:52.619202,Beobachtung: Galley oven overheating during serviie,38-GALLEY,galley,malfunction,Critical,cabin_mid
FL4792,TAIL1218,AL3,2025-01-04T18:07:11.660009,Beobachtung: Oven in FWD_GALLEY shows error E2,38-GALLEY,galley,malfunction,Critical,cabin_mid
FL5919,TAIL1280,AL3,2025-01-04T10:36:16.755796,Beobachtung: Galley equipment heat alarm in FWD_GALLEY,38-GALLEY,galley,malfunction,Critical,cabin_mid
FL5113,TAIL1236,AL3,2025-01-05T01:17:32.974347,Beobachtung: Galley equihment heat alarm in MID_GALLEY,38-GALLEY,galley,malfunction,Critical,cabin_mid
FL3114,TAIL1121,AL3,2025-01-06T01:54:39.344670,Beobachtung: Oven in MID_GALLEY shows error E2,38-GALLEY,galley,malfunction,Critical,cabin_mid
FL3074,TAIL1119,AL3,2025-01-05T22:54:30.949446,Beobachtung: Galley equipment heat alarm in FWD_GALLEY,38-GALLEY,galley,malfunction,Critical,cabin_mid
FL5310,TAIL1248,AL3,2025-01-03T19:41:54.525591,Seat 1B curhion loose,25-SEAT,seat,malfunction,Low,cabin_mid
FL1626,TAIL1037,AL3,2025-01-01T23:14:25.120795,Seag 15A cover misaligned,25-SEAT,seat,malfunction,Low,cabin_mid
FL4340,TAIL1192,AL3,2025-01-05T09:32:02.023567,Seat 26D cushion loose,25-SEAT,seat,malfunction,Low,cabin_mid
FL1943,TAIL1054,AL3,2025-01-04T01:29:25.129946,Seat 35B cushion needs fixing,25-SEAT,seat,malfunction,Low,cabin_mid
FL3859,TAIL1166,AL3,2025-01-05T01:48:21.076545,Seat 32B cushion needs fixing,25-SEAT,seat,malfunction,Low,cabin_mid
FL4580,TAIL1206,AL3,2025-01-06T17:21:42.136161,Seat 20A cushion needs fixing,25-SEAT,seat,malfunction,Low,cabin_mid
FL2497,TAIL1086,AL3,2025-01-06T16:46:08.688445,Seat 14C jammed during taxi,25-SEAT,seat,malfunction,Low,cabin_mid
FL1526,TAIL1031,AL3,2025-01-02T23:45:12.984379,Reading ligth in row 22 intermittent,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL1235,TAIL1014,AL3,2025-01-04T21:13:33.254882,Cabin ligth flickering near row 1,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL4006,TAIL1173,AL3,2025-01-05T09:46:53.267752,Readinm ligth flicker above seat 27B,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL4009,TAIL1173,AL3,2025-01-06T13:10:49.876587,Cabin ligth flickering near row 26,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL5561,TAIL1262,AL3,2025-01-06T19:54:09.713498,Cabin ligth flickering neaj row 34,33-LIGHT,lighting,malfunction,Low,cabin_rear
FL4743,TAIL1215,AL3,2025-01-09T02:40:34.717454,Reading ligth in row 21 intermittent,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL3857,TAIL1166,AL3,2025-01-04T11:28:00.086107,Cabin ligtm flickering near row 18,33-LIGHT,lighting,malfunction,Low,cabin_mid
FL3867,TAIL1166,AL3,2025-01-08T03:03:41.210821,Hot water inconsistent at MID_dALLEY,38-WATER,water_waste,malfunction,Critical,cabin_mid
FL4596,TAIL1207,AL3,2025-01-05T04:33:17.355317,Boiler temp fluctuating in MID_GALLEY,38-WATER,water_waste,malfunction,Critical,cabin_mid
FL4009,TAIL1173,AL3,2025-01-06T13:10:49.876587,Water boiler teml unstable at AFT_GALLEY,38-WATER,water_waste,malfunction,Critical,cabin_rear
